numero_dpe,date_etablissement_dpe,id_rnb,identifiant_ban,adresse_ban,code_postal_ban,nom_commune_ban,code_departement_ban,type_batiment,periode_construction,annee_construction,surface_habitable_logement,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ep,rnb_status,rnb_lon,rnb_lat,rnb_insee_code,rnb_n_addresses,rnb_match,bdnb_batiment_groupe_id,bdnb_hauteur,bdnb_s_geom_cstr,bdnb_altitude_sol,bdnb_annee_construction,bdnb_mat_mur,bdnb_mat_toit,bdnb_nb_niveau,bdnb_nb_log,bdnb_usage,bdnb_alea_argiles
2633E1533907X,2026-06-08,J45JFRBQW71Z,33213_0256_00032_bis,32bis Rue des Templiers 33650 La Brède,33650,La Brède,33,maison,1989-2000,1993,62.2,D,B,196,constructed,-0.532471616381206,44.67908522977223,33213,4,adresse_ban,bdnb-bg-TB3L-DRVL-CJUL,6.2,269,18.5,2006,BRIQUES,TUILES,2,4,Résidentiel collectif,Moyen
2633E1527859H,2026-06-08,E2GDBYFF6V86,33522_1150_00162,162 Cours Gambetta 33400 Talence,33400,Talence,33,appartement,1989-2000,,21.1,D,B,232,constructed,-0.586192147758606,44.815533031695885,33522,1,adresse_ban,bdnb-bg-C15L-1YWA-GCJK,2.8,27,19.0,1997,INDETERMINE,INDETERMINE,3,11,Tertiaire & Autres,Moyen
2633E1538199Z,2026-06-08,B6AP4ACAEY89,33281_2720_00046,46 Rue des Trois Etoiles 33700 Mérignac,33700,Mérignac,33,maison,1948-1974,1950,143,C,C,150,constructed,-0.620741915301458,44.833424549040345,33281,1,adresse_ban,bdnb-bg-UJ8S-CUD6-UGJ7,6.2,78,24.8,1950,INDETERMINE,INDETERMINE,2,1,Résidentiel individuel,Moyen
2633E1535012K,2026-06-08,A7HA7K9JJM7T,33063_6150_00003,3 Rue Matignon 33000 Bordeaux,33000,Bordeaux,33,appartement,1948-1974,1949,35.6,D,B,214.7,constructed,-0.585743076684968,44.850375793625304,33063,2,adresse_ban,bdnb-bg-W9ZG-8KSC-DDXN,12.9,123,8.7,1800,PIERRE,TUILES,4,6,Résidentiel collectif,Moyen
2633E1536319R,2026-06-08,XH32GXW8SSNH,33063_4900_00025,25 Rue Kléber 33800 Bordeaux,33800,Bordeaux,33,appartement,avant 1948,,22.5,C,A,157,constructed,-0.607122056146051,44.847329398585686,33063,2,adresse_ban,bdnb-bg-UREE-K42K-114Y,7.2,63,15.8,2002,BRIQUES,TUILES,1,1,Résidentiel individuel,Fort
2633E1532620K,2026-06-08,FRE2EFKRC6XV,33394_72bvrw_04025,4025 Route du Milieu 33330 Saint-Émilion,33330,Saint-Émilion,33,appartement,2001-2005,,37.3,C,A,173,constructed,-0.204940866260458,44.90330073649533,33394,2,adresse_ban,bdnb-bg-2S5G-9H91-2UM6,3.9,178,15.5,2005,BRIQUES,TUILES,1,8,Résidentiel collectif,Moyen
2633E1533729B,2026-06-08,W4VQA93D37EG,33005_0650_00013,13 Avenue du Phare 33510 Andernos-les-Bains,33510,Andernos-les-Bains,33,maison,avant 1948,,66.9,B,A,82,constructed,-1.085234165205903,44.7295665329225,33005,2,adresse_ban,bdnb-bg-Z63P-S1BE-MRVN,3.5,74,2.8,1932,BRIQUES,TUILES,1,1,Résidentiel individuel,
2633E1537230S,2026-06-08,FR6KDJP7ZDRX,33352_0120_00042,42 Rue Armand Caduc 33190 La Réole,33190,La Réole,33,appartement,avant 1948,,66.5,C,A,122,constructed,-0.03868007480356,44.58175353101551,33352,1,adresse_ban,bdnb-bg-ZWGW-AL38-WM4V,11.6,154,40.4,1880,INDETERMINE,INDETERMINE,4,4,Résidentiel collectif,Fort
2633E1530532C,2026-06-08,M1KS4RMJH1J4,33063_amt1vd_00024,24 Rue Laporte 33200 Bordeaux,33200,Bordeaux,33,appartement,1948-1974,,51.7,D,D,221,constructed,-0.620954661874553,44.8479262281398,33063,7,adresse_ban,bdnb-bg-1RP3-9F91-SRY1,14.8,461,28.3,1961,BETON,BETON,5,75,Résidentiel collectif,Fort
2633E1526050S,2026-06-08,6W4AS1QBGJSX,33529_0464_00001,1 Place de la Brasserie 33260 La Teste-de-Buch,33260,La Teste-de-Buch,33,maison,1983-1988,,59.5,D,D,161,constructed,-1.148254607537798,44.628081702788194,33529,1,adresse_ban,bdnb-bg-VH64-JEF5-JW31,7.3,38,4.9,1984,BETON,TUILES,3,1,Résidentiel individuel,Moyen
2633E1531018U,2026-06-08,41198AF1CFAD,33555_0112_00019,19 Rue Georges Good 33380 Marcheprime,33380,Marcheprime,33,appartement,1989-2000,,52,C,C,110,constructed,-0.857686070987595,44.69004282431388,33555,1,adresse_ban,bdnb-bg-JHKX-97G9-LDEZ,2.8,110,52.3,1995,INDETERMINE,INDETERMINE,1,1,Résidentiel individuel,
2633E1532988O,2026-06-08,AW1VKKSERVA3,33324_0041_00053_ter,53ter Avenue du Maréchal Leclerc 33220 Pineuilh,33220,Pineuilh,33,maison,2001-2005,,98.5,C,B,162,constructed,0.206985291962007,44.83666034724714,33324,2,adresse_ban,bdnb-bg-U5YA-RR2J-N8GK,4.3,125,15.8,2003,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1537826Q,2026-06-08,N45GNRCWVX97,33063_1330_00009,9 Rue Cabanac 33800 Bordeaux,33800,Bordeaux,33,appartement,avant 1948,,69.1,C,A,146,constructed,-0.553446552877517,44.82776237185924,33063,3,adresse_ban,bdnb-bg-X57B-7G1M-1RM6,16.7,493,5.2,1900,INDETERMINE,INDETERMINE,4,16,Résidentiel collectif,Moyen
2633E1528901J,2026-06-08,9NBYWZC7R6SC,33075_0098_00010,10 Rue de la Colonne 33520 Bruges,33520,Bruges,33,immeuble,1948-1974,,,D,D,222,constructed,-0.613738487580104,44.8724886837112,33075,1,adresse_ban,bdnb-bg-3UT5-JSB2-FGYZ,4.9,76,17.4,1968,BETON - BRIQUES,BETON,5,65,Résidentiel collectif,Moyen
2633E1535544W,2026-06-08,WQMS1ZY6D2D2,33063_8650_00018,18 Rue de Sete 33800 Bordeaux,33800,Bordeaux,33,maison,avant 1948,,72.8,D,D,187,constructed,-0.565618671939167,44.814516730807995,33063,1,adresse_ban,bdnb-bg-C1BG-HY91-PXVA,5.3,68,9.8,1920,PIERRE,TUILES,1,1,Résidentiel individuel,Fort
2633E1526494U,2026-06-08,25H8XT4F9GHD,33207_2020_00045,45 Route de la Fossé du Moulin 33450 Izon,33450,Izon,33,maison,avant 1948,,79.1,C,B,154,constructed,-0.37306320200007,44.92034816971549,33207,2,adresse_ban,bdnb-bg-2DTU-VVMB-4R4P,3.0,149,6.8,,,,,,,Moyen
2633E1536497N,2026-06-08,XH32GXW8SSNH,33063_4900_00025,25 Rue Kléber 33800 Bordeaux,33800,Bordeaux,33,appartement,avant 1948,,44.6,C,A,133,constructed,-0.607122056146051,44.847329398585686,33063,2,adresse_ban,bdnb-bg-UREE-K42K-114Y,7.2,63,15.8,2002,BRIQUES,TUILES,1,1,Résidentiel individuel,Fort
2633E1538903B,2026-06-08,ZNVWNGRS5DWT,33063_3090_00021,21 Cours Edouard Vaillant 33300 Bordeaux,33300,Bordeaux,33,appartement,avant 1948,1900,66.4,C,B,173.3,constructed,-0.557175634745272,44.860116259789145,33063,4,adresse_ban,bdnb-bg-UVZH-TYM5-CU9M,6.6,1044,5.0,2015,INDETERMINE,INDETERMINE,3,41,Résidentiel collectif,Moyen
2633E1525904C,2026-06-08,AAS7ESSK7FC7,33009_0855_00033,33 Boulevard du Général Leclerc 33120 Arcachon,33120,Arcachon,33,appartement,1983-1988,1983,38.4,D,D,157,constructed,-1.164466363677637,44.659392983811415,33009,2,adresse_ban,bdnb-bg-QULZ-YN1B-TBMG,21.7,331,7.5,1983,BETON,BETON,7,41,Résidentiel collectif,Moyen
2633E1529289H,2026-06-08,HF9CXEK1DSHV,33318_0170_00017_ter,17ter Rue des Anciennes Ecoles 33600 Pessac,33600,Pessac,33,maison,1948-1974,1949,124.4,B,A,85,constructed,-0.661206752768141,44.79272126529027,33318,1,adresse_ban,bdnb-bg-Q79L-S71C-A1ZH,2.9,173,49.0,2021,INDETERMINE,INDETERMINE,1,1,Résidentiel individuel,Moyen
2633E1534914Q,2026-06-08,JKD1ZNQZ81MP,33042_0227_00068,68 Rue du Stade 33830 Belin-Béliet,33830,Belin-Béliet,33,maison,1978-1982,,155,E,B,261,constructed,-0.780850857688419,44.50941828930342,33042,1,adresse_ban,bdnb-bg-ZRTM-7H8J-YU2T,2.6,67,49.9,,,,,,,Moyen
2633E1531988C,2026-06-08,GHC31AR1XJ6E,33029_0031_00069,69 Rue de la Carreyre 33114 Le Barp,33114,Le Barp,33,maison,1989-2000,1996,94.7,C,B,179,constructed,-0.768840162680112,44.61086693396368,33029,1,adresse_ban,bdnb-bg-NHNF-4J7G-F3HP,2.7,110,71.9,1996,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1537846K,2026-06-08,DF73XYB3KAP8,33376_0519_00023,23 Allée du Pic Vert 33160 Saint-Aubin-de-Médoc,33160,Saint-Aubin-de-Médoc,33,maison,1989-2000,,173.6,C,C,139,constructed,-0.715626513366835,44.91356641681641,33376,1,adresse_ban,bdnb-bg-DHZ3-5BAB-7RK4,5.4,25,30.1,,,,,,,Fort
2633E1525825B,2026-06-08,8EST1R9BKSP4,33119_0490_00005,5 Rue François Coppee 33150 Cenon,33150,Cenon,33,maison,1989-2000,,74.6,D,D,211,constructed,-0.507073631530704,44.864815354442314,33119,1,adresse_ban,bdnb-bg-F9J9-ZTAH-A4EM,2.8,126,50.2,1954,AGGLOMERE,TUILES,1,1,Résidentiel individuel,Moyen
2633E1532144C,2026-06-08,9P4FZ526S1SV,33522_1150_00023,23 Cours Gambetta 33400 Talence,33400,Talence,33,appartement,avant 1948,1945,32,C,A,172,constructed,-0.583609930584818,44.820544710399744,33522,1,adresse_ban,bdnb-bg-79N3-8QF5-UP91,7.5,85,18.0,1900,INDETERMINE,INDETERMINE,3,4,Tertiaire & Autres,Moyen
2633E1536676K,2026-06-08,2SAZ3KD2GE18,33229_0425_00012,12 Avenue Louis Robert 33138 Lanton,33138,Lanton,33,maison,1975-1977,1976,68.7,C,B,162,constructed,-1.050834452933034,44.71775603756783,33229,1,adresse_ban,bdnb-bg-K872-NXJG-DK6U,2.4,78,9.0,1920,BRIQUES,TUILES,1,1,Résidentiel individuel,
2633E1532182O,2026-06-08,QJ13EZN3K74A,33063_8920_00220,220 Avenue Thiers 33100 Bordeaux,33100,Bordeaux,33,appartement,2006-2012,2010,61.9,C,A,127,constructed,-0.548458886552433,44.847670725211465,33063,2,adresse_ban,bdnb-bg-ER6S-GTYP-FNP6,14.9,759,4.2,2010,INDETERMINE,INDETERMINE,5,136,Résidentiel collectif,Moyen
2633E1538116U,2026-06-08,18VKYYJC2NDA,33220_0236_00054,54 Rue Principale 33460 Lamarque,33460,Lamarque,33,maison,avant 1948,,143.3,D,B,235,constructed,-0.718703884133799,45.095815441462136,33220,1,adresse_ban,bdnb-bg-N99N-ZJEV-QW2A,7.5,119,7.8,2001,MEULIERE,TUILES,3,1,Résidentiel individuel,Fort
2633E1530003T,2026-06-08,8NZVAN2WKKF1,33011_0798_00002,2 Rue Pissaro 33740 Arès,33740,Arès,33,maison,1978-1982,1982,37.7,E,C,276,constructed,-1.1225466309823,44.76500996905795,33011,1,adresse_ban,bdnb-bg-V19N-1HG8-DT8L,3.0,55,8.2,1984,AGGLOMERE,TUILES,1,39,Résidentiel collectif,
2633E1534985J,2026-06-08,A2V5NSZ291TC,33063_0340_00055,55 Rue Arago 33300 Bordeaux,33300,Bordeaux,33,appartement,avant 1948,,57.8,D,B,199,constructed,-0.549184919332811,44.87451927178667,33063,1,adresse_ban,bdnb-bg-2QYZ-6TR3-45BH,5.3,86,4.0,1954,INDETERMINE,INDETERMINE,2,2,Résidentiel collectif,Moyen
2633E1535314A,2026-06-08,RHAJWPFF65AB,33075_0035_00025,25 Rue Ausone 33520 Bruges,33520,Bruges,33,immeuble,2006-2012,2010,,C,A,142,constructed,-0.596317254101517,44.87664464983365,33075,1,adresse_ban,bdnb-bg-D7PC-A31F-BYX9,11.4,1692,12.7,2010,INDETERMINE,INDETERMINE,4,176,Résidentiel collectif,Moyen
2633E1534320U,2026-06-08,BWK2TJ3KDKM1,33063_9115_00070,70 Rue Turenne 33000 Bordeaux,33000,Bordeaux,33,appartement,1948-1974,,68.7,D,D,205,constructed,-0.584975080524062,44.84551637910722,33063,2,adresse_ban,bdnb-bg-H8NY-TK2R-8XJJ,17.3,3184,10.8,1977,PIERRE,TUILES,8,182,Résidentiel collectif,Moyen
2633E1533769P,2026-06-08,X9GXDNWJS4HR,33063_5395_00033,33 Rue Léonard Lenoir 33100 Bordeaux,33100,Bordeaux,33,appartement,2006-2012,2009,108.6,D,B,218,constructed,-0.553594248537813,44.84067698767487,33063,2,adresse_ban,bdnb-bg-VYVL-T4U8-ANJG,10.9,288,3.9,2008,PIERRE,TUILES,5,15,Résidentiel collectif,Moyen
2633E1535865F,2026-06-08,NT9ZYMQ6KZT3,33514_0215_00100_bis,100bis Route des Lacs 33780 Soulac-sur-Mer,33780,Soulac-sur-Mer,33,maison,2013-2021,,85,B,A,93,constructed,-1.121149697124437,45.49120517882817,33514,1,adresse_ban,bdnb-bg-5CMV-HUAN-D16Y,4.2,107,7.1,2016,BOIS,TUILES,2,1,Résidentiel individuel,Fort
2633E1536564C,2026-06-08,EW1E1QXN5ZPG,33243_0536_00006,6 Rue Gabriel Massias 33500 Libourne,33500,Libourne,33,appartement,2001-2005,,89.6,B,A,101,constructed,-0.248066317050627,44.907103855959704,33243,1,adresse_ban,bdnb-bg-XUB7-HJ51-WS1M,6.3,972,6.0,2009,INDETERMINE,INDETERMINE,2,8,Résidentiel collectif,Moyen
2633E1525137P,2026-06-07,EEQECPJAA4EV,33349_0023_00007,7 Chemin de la Dame Verte 33360 Quinsac,33360,Quinsac,33,maison,2013-2021,2017,98.7,A,A,49,constructed,-0.473515363478271,44.753902148582185,33349,2,adresse_ban,bdnb-bg-RPVC-ALN4-NG5S,3.7,146,58.4,2018,BRIQUES,TUILES,1,1,Résidentiel individuel,Fort
2633E1524765H,2026-06-07,N4A8TAFZNPAJ,33097_0106_00001,1 Route de la Résine 33121 Carcans,33121,Carcans,33,maison,1975-1977,1976,104.6,D,B,190,constructed,-1.033360939569865,45.078939716780795,33097,1,adresse_ban,bdnb-bg-FM8U-2K5F-3X4T,3.9,160,22.4,1976,BRIQUES,TUILES,1,1,Résidentiel individuel,
2633E1525028K,2026-06-07,4K99Z8DX8S1J,33063_5716_00037,37 Rue Lucie Aubrac 33300 Bordeaux,33300,Bordeaux,33,appartement,2013-2021,,53.4,C,C,146,constructed,-0.553439689231839,44.86896498777321,33063,9,adresse_ban,bdnb-bg-VKRD-DD7C-NA7L,3.3,2616,3.5,2020,INDETERMINE,INDETERMINE,7,86,Résidentiel collectif,Moyen
2633E1525676I,2026-06-07,KPSW1FXE8Q91,33063_7560_00199,199 Boulevard du Président Franklin Roosevelt 33800 Bordeaux,33800,Bordeaux,33,appartement,avant 1948,,81.9,B,A,74,constructed,-0.572974529901305,44.81472257527706,33063,2,adresse_ban,bdnb-bg-3D7G-HFJR-D3H8,7.8,147,15.5,1860,PIERRE,TUILES,2,2,Résidentiel collectif,Moyen
2633E1523623J,2026-06-07,61Q7D7E72VBQ,33293_0192_00029,29 Route de Sampau 33450 Montussan,33450,Montussan,33,maison,après 2021,,45.3,C,B,169,constructed,-0.429191752557078,44.87181231292208,33293,1,adresse_ban,bdnb-bg-RJKF-UZAY-A41Z,5.0,149,60.1,1972,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1523472O,2026-06-07,61Q7D7E72VBQ,33293_0192_00029,29 Route de Sampau 33450 Montussan,33450,Montussan,33,maison,après 2021,,45.5,C,B,166,constructed,-0.429191752557078,44.87181231292208,33293,1,adresse_ban,bdnb-bg-RJKF-UZAY-A41Z,5.0,149,60.1,1972,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1523514E,2026-06-07,61Q7D7E72VBQ,33293_0192_00029,29 Route de Sampau 33450 Montussan,33450,Montussan,33,maison,après 2021,,45.3,C,A,147,constructed,-0.429191752557078,44.87181231292208,33293,1,adresse_ban,bdnb-bg-RJKF-UZAY-A41Z,5.0,149,60.1,1972,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1523537B,2026-06-07,61Q7D7E72VBQ,33293_0192_00029,29 Route de Sampau 33450 Montussan,33450,Montussan,33,maison,après 2021,,45.6,C,A,147,constructed,-0.429191752557078,44.87181231292208,33293,1,adresse_ban,bdnb-bg-RJKF-UZAY-A41Z,5.0,149,60.1,1972,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1523563B,2026-06-07,61Q7D7E72VBQ,33293_0192_00029,29 Route de Sampau 33450 Montussan,33450,Montussan,33,maison,après 2021,,45.2,C,B,165,constructed,-0.429191752557078,44.87181231292208,33293,1,adresse_ban,bdnb-bg-RJKF-UZAY-A41Z,5.0,149,60.1,1972,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1524700U,2026-06-07,66RBTC6XM14H,33522_2140_00002,2 Rue Pierre Curie 33400 Talence,33400,Talence,33,appartement,1989-2000,,49.9,C,A,156,constructed,-0.589866851467881,44.81067362659509,33522,1,adresse_ban,bdnb-bg-TX1N-T5RS-WFFA,6.8,351,14.8,2002,INDETERMINE,INDETERMINE,2,11,Résidentiel collectif,Moyen
2633E1524415V,2026-06-07,8JNVQBCGWDQ9,33069_1050_00090,90 Avenue Léon Blum 33110 Le Bouscat,33110,Le Bouscat,33,appartement,1989-2000,1994,30.9,C,A,172,constructed,-0.605884009678399,44.86926214700206,33069,4,adresse_ban,bdnb-bg-KJ6U-CWGS-S6WK,11.4,1413,15.3,1994,INDETERMINE,INDETERMINE,4,90,Résidentiel collectif,Moyen
2633E1523303B,2026-06-07,D3ZAS84T84SG,33063_8705_00104,104 Cours de la Somme 33800 Bordeaux,33800,Bordeaux,33,appartement,avant 1948,,29.7,E,B,300,constructed,-0.572317236736738,44.82680366347093,33063,1,adresse_ban,bdnb-bg-BLLS-YLMV-PKN9,11.5,119,13.7,1900,PIERRE,TUILES,4,5,Résidentiel collectif,Moyen
2633E1523331D,2026-06-07,DKBFS854HFX9,33193_0058_00060,60 Rue des Bernaches 33590 Grayan-et-l'Hôpital,33590,Grayan-et-l'Hôpital,33,maison,avant 1948,,111.9,C,A,140,constructed,-1.098303429176324,45.44209760914164,33193,1,adresse_ban,bdnb-bg-XDMB-JXA7-7ZHF,2.4,83,4.3,2018,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1525012U,2026-06-07,QGXD2MXV2KJP,33119_1653_00195,195 Avenue René Cassagne 33150 Cenon,33150,Cenon,33,appartement,2013-2021,,45.7,B,B,55,constructed,-0.519583140023022,44.84736597623725,33119,3,adresse_ban,bdnb-bg-BZVE-URSA-RS72,10.1,1434,65.0,2019,INDETERMINE,INDETERMINE,4,90,Résidentiel collectif,Fort
2633E1525043Z,2026-06-07,8GFDE9WDBNF6,33063_3365_00021,21 Rue de la Faiencerie 33300 Bordeaux,33300,Bordeaux,33,appartement,2013-2021,,62,B,B,87,constructed,-0.555748808553669,44.86082149767347,33063,1,adresse_ban,bdnb-bg-64M8-HTA7-3UM9,15.6,626,4.8,2016,INDETERMINE,INDETERMINE,5,29,Résidentiel collectif,Moyen
2633E1525412E,2026-06-07,1HJF1S34TMNK,33063_8235_00190,190 Rue de Saint Genès 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,1900,38.1,C,A,166,constructed,-0.581827909171014,44.823551982245235,33063,2,adresse_ban,bdnb-bg-UQSP-3ART-SG94,11.7,177,18.0,1900,PIERRE,TUILES,4,7,Résidentiel collectif,Moyen
2633E1524892E,2026-06-07,K6ZXTFWDT6CA,33063_0370_00014,14 Cours Aristide Briand 33000 Bordeaux,33000,Bordeaux,33,appartement,1948-1974,1949,64,B,A,103,constructed,-0.578867655858606,44.83237168406694,33063,1,adresse_ban,bdnb-bg-TCZM-A7KN-6JLS,20.3,113,13.7,1870,PIERRE,TUILES,5,5,Résidentiel collectif,Fort
2633E1523307F,2026-06-07,J47E8HXC6CKZ,33393_0042_00043_ter,43ter Route de l’Europe 33910 Saint-Denis-de-Pile,33910,Saint-Denis-de-Pile,33,maison,2006-2012,2008,151.4,B,A,103,constructed,-0.195015320270932,44.989577678590656,33393,1,adresse_ban,bdnb-bg-39RS-TTLM-LQ4F,5.9,91,14.6,2008,BRIQUES,TUILES,2,1,Résidentiel individuel,Moyen
2633E1523489F,2026-06-07,HNY5SVC2PCE6,33063_9115_00127,127 Rue Turenne 33000 Bordeaux,33000,Bordeaux,33,appartement,1989-2000,1990,111.3,C,A,152,constructed,-0.586983692436617,44.846939702863,33063,1,adresse_ban,bdnb-bg-9A8C-S4VT-E856,14.0,1219,11.8,1990,INDETERMINE,INDETERMINE,5,65,Résidentiel collectif,Moyen
2633E1523351X,2026-06-07,BDX9X6BNBC9F,33352_1260_00022,22 Rue Orcibal 33190 La Réole,33190,La Réole,33,maison,avant 1948,,91.2,F,F,400,constructed,-0.036350290498831,44.58117882722901,33352,1,adresse_ban,bdnb-bg-EZ2E-M5SQ-33KP,6.9,124,35.9,1850,BRIQUES - MEULIERE,TUILES,2,1,Résidentiel individuel,Fort
2633E1523505V,2026-06-07,H7QHTBJTPTJR,33063_0930_00026,26 Rue Billaudel 33800 Bordeaux,33800,Bordeaux,33,appartement,1975-1977,,41.2,C,C,165,constructed,-0.5648440406575,44.825950485448104,33063,6,adresse_ban,bdnb-bg-MYLV-9LS2-WY88,13.8,1504,8.5,1978,BETON,BETON,5,64,Résidentiel collectif,Moyen
2633E1523576O,2026-06-07,61Q7D7E72VBQ,33293_0192_00029,29 Route de Sampau 33450 Montussan,33450,Montussan,33,maison,après 2021,,45.3,C,A,148,constructed,-0.429191752557078,44.87181231292208,33293,1,adresse_ban,bdnb-bg-RJKF-UZAY-A41Z,5.0,149,60.1,1972,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1523616C,2026-06-07,61Q7D7E72VBQ,33293_0192_00029,29 Route de Sampau 33450 Montussan,33450,Montussan,33,maison,après 2021,,45.2,C,A,146,constructed,-0.429191752557078,44.87181231292208,33293,1,adresse_ban,bdnb-bg-RJKF-UZAY-A41Z,5.0,149,60.1,1972,BRIQUES,TUILES,1,1,Résidentiel individuel,Moyen
2633E1523316O,2026-06-07,EZY2126S7PV6,33063_0125_00002,2 Rue d'Alembert 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,23.6,E,C,360,constructed,-0.573315259146916,44.833070332765615,33063,3,adresse_ban,bdnb-bg-EP6Y-W6TT-T6FC,17.8,269,13.4,1880,BRIQUES - PIERRE,TUILES,4,8,Résidentiel collectif,Fort
2633E1524456K,2026-06-07,D8RWJQPYDTGP,33063_4510_00047,47 Cours de l'Intendance 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,1900,50,C,B,166,constructed,-0.577979499984206,44.842079021198295,33063,1,adresse_ban,bdnb-bg-K259-L1B3-87D8,18.1,208,15.4,1790,PIERRE,TUILES,5,4,Tertiaire & Autres,Fort
2633E1523360G,2026-06-07,BB975E7RFV8Z,33236_1159_00048,48 Route du Moulin 33950 Lège-Cap-Ferret,33950,Lège-Cap-Ferret,33,maison,avant 1948,,80.2,E,C,281,constructed,-1.137247394928045,44.794308416036614,33236,2,adresse_ban,bdnb-bg-FEY1-XY5A-QHTC,3.7,154,10.3,1900,BRIQUES - PIERRE,TUILES,1,2,Résidentiel collectif,
2633E1524854S,2026-06-07,K6ZXTFWDT6CA,33063_0370_00014,14 Cours Aristide Briand 33000 Bordeaux,33000,Bordeaux,33,appartement,1948-1974,,29,C,B,196,constructed,-0.578867655858606,44.83237168406694,33063,1,adresse_ban,bdnb-bg-TCZM-A7KN-6JLS,20.3,113,13.7,1870,PIERRE,TUILES,5,5,Résidentiel collectif,Fort
2633E1523493J,2026-06-07,MV46PBYVQVN6,33063_6120_00021,21 Place Martyrs de la Résistance 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,41.8,E,E,252,constructed,-0.584420986800883,44.84180657818466,33063,1,adresse_ban,bdnb-bg-SMF6-TE9T-CGT3,12.8,64,13.3,1850,PIERRE,TUILES,4,3,Résidentiel collectif,Fort
2633E1524795L,2026-06-07,5GA31GNWX72R,33256_0719_00020,20 Route de Pauillac 33290 Ludon-Médoc,33290,Ludon-Médoc,33,maison,2001-2005,,126.5,C,A,116,constructed,-0.624200078238353,44.97558110868765,33256,1,adresse_ban,bdnb-bg-K6KE-DHNJ-TM1J,2.8,64,10.6,2023,BETON,TUILES,1,1,Résidentiel individuel,Moyen
2633E1523492I,2026-06-07,H6QJPE9RS65E,33063_3190_00032,32 Rue Emile Zola 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,94.1,E,C,254,constructed,-0.581382424795958,44.84930556459602,33063,2,adresse_ban,bdnb-bg-H6GX-T56G-NMYE,6.5,146,5.8,1789,PIERRE,TUILES,2,2,Résidentiel collectif,Fort
2633E1524942C,2026-06-07,34DQ9W3J8YPE,33063_6445_00006,6 Rue Mondenard 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,1900,37.8,D,B,202,constructed,-0.586085763944345,44.84521407171615,33063,1,adresse_ban,bdnb-bg-RXDX-Z64L-8NZW,13.7,55,12.7,1880,PIERRE,TUILES,4,4,Résidentiel collectif,Fort
2633E1524294E,2026-06-07,EQ5RR3JG9DW8,33550_0933_00038,38 Rue Marcelin Berthelot 33140 Villenave-d'Ornon,33140,Villenave-d'Ornon,33,maison,1948-1974,1950,111,E,E,329,constructed,-0.577896958835098,44.76313345047375,33550,1,adresse_ban,bdnb-bg-HVJR-T6M4-6HED,3.9,115,25.6,1932,BRIQUES,TUILES,2,1,Résidentiel individuel,Moyen
2633E1523378Y,2026-06-07,KP7XHGPTET6S,33281_ugv9tw_00058,58 Rue Jean Monnet 33700 Mérignac,33700,Mérignac,33,appartement,2001-2005,,63,C,A,145,constructed,-0.684870053821383,44.816048119768396,33281,1,adresse_ban,bdnb-bg-DDZN-1Q4A-3UL1,5.6,603,46.5,2005,INDETERMINE,INDETERMINE,2,18,Résidentiel collectif,Moyen
2633E1524920G,2026-06-07,HMJD3Q6TQRZY,33281_1930_00087,87 Avenue de la Marne 33700 Mérignac,33700,Mérignac,33,maison,avant 1948,,123,D,B,201,constructed,-0.624170702834551,44.83618599987386,33281,1,adresse_ban,bdnb-bg-343C-7B3M-YZ69,5.9,157,19.2,1905,BRIQUES - PIERRE,TUILES,1,1,Résidentiel individuel,Fort
2633E1523386G,2026-06-07,X9SEDMSKMTA2,33063_1435_00009,9 Rue Camille Godard 33000 Bordeaux,33000,Bordeaux,33,appartement,avant 1948,,39.4,D,B,185,constructed,-0.57241413527948,44.855162044256495,33063,1,adresse_ban,bdnb-bg-KWHN-SHUG-SMDK,14.4,121,3.3,1880,PIERRE,TUILES,4,4,Résidentiel collectif,Moyen
2633E1524977L,2026-06-07,JDEQ2VPQCXKZ,33056_0920_00010,10 Rue de Solesse 33290 Blanquefort,33290,Blanquefort,33,maison,1989-2000,1995,153.3,C,C,101,constructed,-0.625073761298083,44.90559033457928,33056,1,adresse_ban,bdnb-bg-4SJR-AC3H-AL8Q,3.1,33,24.4,,,,,,,Fort
