building_id,hauteur_m
ACT_ca8c20a0-ea51-4512-a89f-4c93124a59a4,8.374
ACT_caca489a-cdb8-4bcf-9fd8-024ad9c30dab,8.761
ACT_caee39d0-8140-4d08-a30b-c69a07791901,10.875
ACT_cafba159-6733-4bc4-9a14-9d5b47763d8a,8.298
ACT_cb092bbf-3d60-4f0d-bcc9-b38f537392dd,10.358
ACT_cb1941d5-9b11-40ba-b7d6-5c7928953deb,12.137
ACT_cb2bf6a9-9e76-427f-aeb2-4b7a3032bdd1,10.541
ACT_cb40e21e-8c15-4e38-ace6-f292ef9a2c4e,3.885
ACT_cbe6799b-16de-4a6b-bd58-d59a9ce01744,2.967
ACT_cc156fac-d965-4e51-8ebf-66578e06aef3,21.81
ACT_cce839e4-1f91-4eea-b153-e894bfe820f1,11.787
ACT_ccf270de-6de2-4d1f-9541-a8314658acb2,8.775
ACT_cd527f1d-9043-4deb-81c2-79d414996e34,9.742
ACT_cd5f4ce0-cc05-4c81-ad6c-22638ea5d5d0,2.688
ACT_cd63fa65-afe7-47b8-8643-a685de808962,3.93
ACT_cddd4e58-413c-4cce-968e-ad3815d17b18,8.611
ACT_ce368740-b69e-4664-95ed-1a083b4da1a9,7.652
ACT_ce3fa079-3d83-45a7-b2d9-0449eeabae94,7.159
ACT_ce744cb9-a9a3-4036-b6b2-7f1ed2fab414,8.592
ACT_ceabd89f-1c74-44b6-8951-22078ebcc858,7.261
ACT_ceba8556-155f-4040-ba30-098cc98c1fb2,8.023
ACT_ced425b0-cb9c-44f7-92ed-f41a3fe2da98,11.619
ACT_cf0a718a-b594-4543-8414-04b2b993d06d,8.572
ACT_cf1f8c61-5c9c-447a-8ce8-2c15b0a48fef,12.058
ACT_cf284325-f55d-4700-b4b3-bd1eb48a2c97,10.938
ACT_cf655088-574a-450d-b754-d1c042dc8dfa,11.846
ACT_cf82a75c-8f78-46e8-b04c-2162595fe03a,10.958
ACT_cf939dd4-2b9a-41b8-9c3b-c32186166fe7,6.522
ACT_cf945a85-8458-4200-bc98-e14828703c0a,10.369
ACT_cfc5044a-7c16-4db8-aae3-1961eaf52d8f,11.0
ACT_cffb6a87-726a-42c3-9932-6ffa69267925,8.891
ACT_d052456a-e090-4e1a-9903-7331c38dc6c3,8.128
ACT_d087fab2-f411-445b-9bc6-a3446f056178,11.315
ACT_d0ab4cd5-2a9c-44ec-a615-c0cd14923a43,10.558
ACT_d0cd7dea-a666-429c-920c-d93c7dc269b2,13.122
ACT_d1070205-e601-4086-8300-7b21d905a2d1,8.905
ACT_d1425461-3849-4239-8d2e-e9cbe9d17d13,24.148
ACT_d1b2d375-bab6-498e-845f-b3befcbd8f42,10.562
ACT_d1e0cfc8-59e9-4ec4-ba04-dfea57078c25,7.888
ACT_d232f023-44d9-4d14-8ae9-eada684f04dc,3.821
ACT_d278ac05-0671-44da-ab23-230880423010,12.004
ACT_d383f03c-7f4b-4b3c-a881-8fd9329e2144,11.422
ACT_d3d7fd7c-7ec6-479e-9115-a938c8f067ab,2.546
ACT_d3d9b950-4a7d-49f3-9d6b-cd7b2d7b9337,39.034
ACT_d3e14dac-a240-472f-9292-58915f17fe5d,9.227
ACT_d3e98531-e29d-456c-b6cc-003309ec091e,3.458
ACT_d4249cbb-7d5a-410c-a3e1-0195a93ced0e,4.473
ACT_d471cc31-e28c-4d19-9050-84aa5acedabb,8.001
ACT_d4a2beb0-3ade-414f-a52c-499443f53032,12.026
ACT_d4af8897-ac80-4697-aefc-0041b7cebde7,6.543
ACT_d4e982d5-baa8-4fc3-8497-d695762e1f60,2.867
ACT_d4eb53f9-bd77-489f-8d6b-aab8066a68a5,8.453
ACT_d4f1ab47-193e-4cdd-863e-3b1005da375b,11.896
ACT_d4f6c5fa-0a53-4d09-a84b-a29d442148ed,10.32
ACT_d511c7fb-3c98-483f-a293-cbf7d8affa49,11.705
ACT_d538694b-a279-4790-8f32-94236a205d20,9.898
ACT_d574efd7-581f-40f3-8cd1-79e37234d190,3.299
ACT_d5a0cb49-eba2-4633-aed3-46d69cb343d7,7.271
ACT_d5c75739-5808-4ab8-84aa-da84037bd306,7.124
ACT_d5d35378-0f5b-4033-a4fe-407c890754dd,9.527
ACT_d652f37c-1b70-433e-be60-5e2d2c427f85,9.684
ACT_d689267c-f0af-478d-bb93-f2f066901320,9.565
ACT_d6bb9d89-3c96-4f9e-a255-b528397bbafe,9.216
ACT_d6c26d59-5b80-4f8d-9f45-91881019bb12,8.862
ACT_d6db339f-a86b-4e4e-a606-6d889f05657a,11.509
ACT_d6f2be07-ca1d-43bf-a8fb-33a26031f156,10.136
ACT_d704a632-7685-4f45-87d6-a4078d4893d6,18.797
ACT_d711ed2e-fccb-4363-b2c5-2f9890068557,6.754
ACT_d72a78af-a635-4c7b-a5fd-89258edeec7a,10.372
ACT_d75243ea-f3b2-4330-a62c-b3e919d39b74,3.945
ACT_d75a2fbc-a055-47cd-9f63-5bf832dcd00a,9.282
ACT_d7bfd41a-4a20-4fb7-881b-7835fa34d5dc,8.59
ACT_d7d8b88b-edeb-40b9-bc71-09f9a8175a82,12.063
ACT_d7e96b48-63e7-4b86-8110-c8bd0b0e329f,9.545
ACT_d845204c-aee2-4b17-a51a-add1905b87b4,5.454
ACT_d85ac50c-f046-4e3b-8e6a-4ed69c76da89,11.426
ACT_d85e8800-27c6-442f-a9f9-c901c7b336a0,4.326
ACT_d88d52ab-e6bf-4757-b087-27f51d3bd4e1,14.049
ACT_d8d0494c-7427-4654-91fe-cdb33f95f824,6.328
ACT_d8de668a-7b84-406d-81dd-1c1623f4033d,5.349
ACT_d8e1bebb-88b0-4a90-a4ac-eb84f5d6b180,11.97
ACT_d94a54df-dd60-414c-a6f7-090e986ec677,11.056
ACT_d9500a4b-46bf-4c98-b883-da08f26415e4,7.585
ACT_d95d9938-2e3b-4f65-97aa-793554e21653,12.648
ACT_d9a933f7-5648-4e79-bdaf-b187475bcab0,4.03
ACT_da0cff9a-eca4-444f-9f5f-e9eaa0925595,12.745
ACT_da29a1ef-bdb3-4a56-be8b-f10c4eb7cc19,11.455
ACT_da2af841-0a2e-4548-8555-92ddff10e0c6,4.255
ACT_da55a8fc-304f-42bc-9754-4346c1b62338,5.851
ACT_daaec927-6362-4834-a6ce-ecefbb302318,9.417
ACT_dafbd4d7-f3f1-4e6d-a7e9-239ce5191a6c,9.765
ACT_db5cb44b-b350-4bd8-8720-ac4875408191,2.766
ACT_db653519-54e5-4689-9116-55812dd64ead,11.503
ACT_dbcc1964-19e0-4e22-9b2f-9d6dc044b9f1,9.867
ACT_dc1d08fd-ebfe-4916-9436-02ff895d0306,9.789
ACT_dc296646-d863-4bdb-9d64-d3ead39f5b4e,15.225
ACT_dc758ab7-a7af-4466-9ec0-fce2197940dc,9.547
ACT_dc7610f0-4d2e-4f2a-bf9c-5f0099737aa4,6.071
ACT_dc7dcc52-9387-47e1-9e51-e6e6449491b8,9.236
ACT_dc910951-3feb-40a1-8bf1-6bb832d18656,10.053
ACT_dcab048f-4062-4e78-9b0d-aee505403d3d,3.698
ACT_dcc9db6a-a880-4771-bee3-7cfd37b39f98,10.792
ACT_dcd4e92e-95c7-4fbb-9db8-b6ddb8cccc19,9.182
ACT_dd19948e-ae3c-4150-b7a2-15a603b92efc,9.533
ACT_dd6292a7-57f8-464d-9927-5e824c0f6535,12.954
ACT_dd6dda71-16bd-47d2-bfa8-b9efb53920ed,9.069
ACT_dddc50e7-4fbf-4f79-8c78-d3b6a64bd2dd,3.574
ACT_ddededa8-c2c2-4471-b7e2-147790a5e71b,9.892
ACT_de2af060-4919-4589-8098-036b34f4b94c,10.592
ACT_de376d68-b30e-4f8d-959f-6658e91d9de3,9.221
ACT_de3de8f5-64da-4144-bf4c-7d9e11980b28,4.086
ACT_de6aadfd-3269-4bd6-8b7e-bc599f6dcace,3.419
ACT_de6ef724-62b2-47bc-be42-9b16926b2f01,10.099
ACT_deaa6ff7-c488-478e-8696-4a6b611b4c98,15.95
ACT_deb2a238-ad9e-450e-9f64-e67d395806cf,6.65
ACT_df6c20d2-da1e-480c-9370-067d4d8efd84,4.055
ACT_df9faa31-6aac-421f-8aca-3c8981c055fa,6.224
ACT_dfc9dfca-1298-4147-b6de-3025610cb048,10.598
ACT_e0070e99-f106-4110-b5db-5a3831869cca,10.339
ACT_e036d949-5601-43ae-94a2-0736bc155d18,7.075
ACT_e07dd249-8d95-4009-b591-7b703a71d5f8,6.905
ACT_e09aff6c-74f6-4069-b263-9133d2f91667,7.881
ACT_e0b71dd2-a028-4de7-8761-ea840a9c67ff,6.596
ACT_e0bc4974-ba57-4c13-bc86-12d128f49039,8.39
ACT_e0e02cb7-4f14-45e0-bae1-392f806b835b,8.735
ACT_e10999b7-96b2-46e8-b988-5239b08a8cc1,6.459
ACT_e1185c1c-5eb5-4385-964a-fb0f899f4571,8.964
ACT_e13bcfce-269e-4ec3-9e90-587783387f28,7.471
ACT_e13f5448-a6cb-4f04-a0ca-945113e7be7e,3.794
ACT_e2071aa5-fc4a-47fa-a63a-844e9b190679,4.482
ACT_e20d6cdd-d73f-4668-854c-53c910c2dd2a,3.082
ACT_e27083e0-feb0-49b2-8b8d-2678d74462a1,7.705
ACT_e275cd15-272f-47a2-8a3a-2bd2077548a2,11.816
ACT_e2ac68cd-9905-48d6-a452-a15c22cece8b,11.861
ACT_e2cc429e-b046-4498-8ca7-37786d3b3dc7,9.16
ACT_e2ce1e73-b214-4914-8d47-90f41acbd1a9,10.757
ACT_e307c726-5b60-43db-b297-f8a42d76ef9c,4.355
ACT_e33db216-d844-4d75-8b7a-24826220bf9e,4.833
ACT_e33fb9a8-a514-421b-a9a7-c2fdfac97674,9.576
ACT_e358276e-22bd-4d64-94c6-8d55822ce969,10.565
ACT_e3740f08-eac1-449f-8a90-1344e87732c9,7.852
ACT_e381aa2e-b9be-4fa3-a93d-2858cc1f8b67,8.671
ACT_e3bcd4aa-09c7-43b3-b778-30c643a4075d,8.765
ACT_e3c68156-1d90-45f7-8397-2fbc2e967aa6,10.338
ACT_e3ce01e6-83c2-446e-92e2-abf4eb218dd1,6.572
ACT_e3d655b6-7d57-436d-b2f9-9b30b3930ab7,3.992
ACT_e403ac1c-001e-4b65-a48f-79e8b301f317,10.121
ACT_e47b73ff-6414-4d68-b22e-7bd72ddf03e6,10.577
ACT_e5296546-f063-4b10-a190-cc14d3f62d38,8.354
ACT_e53bb6c7-4724-48f0-9b6e-d32b11db20f6,12.452
ACT_e56b3e7b-be78-44ff-afbd-55fd271ee453,9.32
ACT_e583f794-fbe8-4fe0-932e-6a0faaeef47f,9.832
ACT_e5ab7527-ab7a-4e28-964d-5d7aafa0e790,7.516
ACT_e5f5d786-bf94-47e3-a671-8a0693ca2462,8.008
ACT_e61acc85-a222-4621-8410-cf7ffcb832c7,10.527
ACT_e65ffa50-a9e7-4304-ba5a-b41d35a7a7a6,3.292
ACT_e69ad7e1-3f49-439a-8752-2ca9cccde0b5,2.757
ACT_e6ab9fb6-a7e7-4446-bc58-1e9d68e1bbaf,13.551
ACT_e6b408e9-3b0a-45a1-9beb-955f562ef046,8.826
ACT_e71f205d-fc67-44f0-bc96-da796ee07218,10.212
ACT_e739c144-a630-4554-9009-958fd949b1aa,4.014
ACT_e73a20e3-1fc4-4420-a14c-8a723d3c811a,12.724
ACT_e762d607-82d5-4e71-8feb-218f870a23e9,7.536
ACT_e76496fb-17c0-4d06-94e2-8f5b886edf99,4.031
ACT_e785c1bb-e2c7-4ba4-bbfb-125d64e43a17,17.397
ACT_e78cb3d9-dceb-4706-917c-7e860720d90e,11.968
ACT_e79d5356-8b09-43fe-a0d0-c1c0ce0bc61d,10.736
ACT_e7a5e5c8-9d93-48d2-a5c5-6205547b3cb4,6.295
ACT_e7adb50b-2759-4274-bbb3-4257dba900eb,3.622
ACT_e7b82d31-70fe-4ee4-8945-a88f35b0b88c,11.985
ACT_e80d7269-119f-4b6e-bdbc-9728d69ef35d,4.362
ACT_e8102ca8-6fa9-4ef3-812a-7186003efb76,10.846
ACT_e857b9ea-7815-4270-9753-9d4fe468a023,2.997
ACT_e8ea3ed8-48a0-4342-b08b-dce483e2de1c,3.466
ACT_e9423bb2-4ee4-4f5f-aee4-5c8d2bb3e72f,4.256
ACT_e95b2646-cbce-489d-b34e-84c8e336f835,11.261
ACT_e973a533-8def-4ea8-948b-da3a72956ef7,6.19
ACT_e9c585d7-0fbc-4a02-b129-9141d310b816,8.572
ACT_e9d5defd-ac70-47e1-a5bd-aa7dc34a69ee,9.831
ACT_e9df36d9-1ab1-4375-a19e-b3d3872883d5,4.321
ACT_e9eff346-b1bb-4218-9163-8a35354d5b14,12.394
ACT_ea9e2765-3ed1-4889-bdb9-0af3ccda08a5,7.785
ACT_eadd7c4f-ea13-4379-90a2-0f189c5c1747,9.625
ACT_eafafd50-b3fd-4610-99b0-1d77e3009349,8.405
ACT_eb27d4e7-d347-476b-be86-60e1cbedf084,9.187
ACT_eb2c5fcc-d0d0-48c5-922b-7f8ff7579a65,2.972
ACT_eb2d79aa-f5d6-4936-852b-1da90886900b,9.693
ACT_eb9d9e7e-b77b-4019-83e6-544daf7b4fa9,10.276
ACT_ec082af3-df7c-40ef-81fd-0f8f94d00103,4.519
ACT_ec614f76-6237-45ad-ac85-f030a9a55038,10.135
ACT_ec9c9e30-1d39-4f61-96d1-ccb91f8c8595,14.163
ACT_ed3a0a38-ee69-4ad4-a0ea-fa0efd7fed2b,11.755
ACT_ed3d7a01-3b5b-4152-80bb-649cd6c4ade6,13.363
ACT_ed53e060-b789-4a85-bbbc-27939d3cf08d,12.99
ACT_ed803ba0-e924-4a7c-a697-6b7acccff955,6.108
ACT_ed84e659-1ade-44b9-907f-c9ff0162e65e,4.492
ACT_ed9f6c1c-bc26-4b60-b2dc-3d31e75b6048,11.405
ACT_edb0c4e2-8e0f-43d4-807d-7632fe28373f,2.595
ACT_edb21fe5-ece2-4a68-b73d-d48e4d874a7a,4.074
ACT_edf22279-61f2-4330-838a-3c997646637e,9.997
ACT_edf97fb1-9610-474e-bebe-be54cf570119,10.011
ACT_ee3b814c-1de3-442c-857b-ed9d76ca3278,10.961
ACT_ee3bd4a0-876c-466b-85a7-113ffc6ca8d4,6.815
ACT_ee9960bc-e97f-4c70-9673-a490ba0c9621,10.491
ACT_eeb0c4e5-f7bb-4b48-b1f5-e31642c1b47a,9.544
ACT_eec368f2-cf90-4861-b594-6710c86f259e,7.462
ACT_eed2f477-afd8-4a72-95f2-a5013caf2bae,10.685
ACT_eee24058-ed79-440a-b503-960e6e121e0f,3.767
ACT_eef6659c-6058-411e-87c9-037d75a2bd2e,13.271
ACT_eef669b4-db45-4fe5-bd14-0ba7db227092,9.314
ACT_ef0e8467-a2c8-4221-b9f0-a5468be2c0d4,9.84
ACT_ef138008-cd66-4fa8-8e04-b08ddf37be83,2.607
ACT_ef930161-dc89-4a7a-8620-01df1118c882,9.277
ACT_ef974262-7701-47eb-afe3-602e2d4149ea,9.435
ACT_efcd5bcb-84a9-46c6-b079-8af1eff5ace7,4.066
ACT_efd9a3fe-11cb-48b2-b0a2-749510344e6c,4.93
ACT_f02c1579-9f6b-435c-8710-01ecbfdc0ab7,8.875
ACT_f0499369-2855-4b4f-b245-55bba858208f,8.911
ACT_f0717186-712e-452b-859a-8bc5c33c30d7,9.923
ACT_f0a5d47d-a4c7-4345-8cb5-a40db7b0b1d9,11.776
ACT_f0bbe51d-9c46-49e8-86f0-325cef9e67e7,2.583
ACT_f111da7a-9013-4c04-9c23-280f6a01743a,11.738
ACT_f11b583e-cceb-4244-957e-927f10473b6d,9.642
ACT_f1494c63-c4ed-48f2-97d2-dc7bbf90ed7f,10.646
ACT_f1b00a95-0468-4f17-873f-475837f3577f,11.553
ACT_f1cc207e-0e7b-4e70-a37e-2d43440f026c,10.524
ACT_f1cd0f7c-deb2-4dbf-9738-48009ae64bca,10.08
ACT_f1f6fc1d-7ae0-4192-bab6-dfed2365ba6f,8.637
ACT_f232b781-4669-4cf0-a071-a2241b42a0f6,10.509
ACT_f319373c-5985-4c3a-87eb-b224d072d37b,9.675
ACT_f3272b0d-59d5-490e-be67-e8ec45d353b3,8.697
ACT_f34be1bb-5f6a-4fb1-8776-6111ea8c9b89,12.355
ACT_f358940b-500e-4e0e-a654-3813bcc73956,4.816
ACT_f37c51cd-daa9-42f2-90dc-6e11e4af8ddd,3.987
ACT_f3816d49-69fa-4644-88cd-f77cd03dbb93,4.21
ACT_f3838b2e-9b69-4d1f-b17e-935312af5f4e,8.906
ACT_f3b0ef96-a5d9-47ac-9973-ff2a98348a94,6.859
ACT_f3b87c6d-e50d-401b-9dda-b11163fd153b,13.382
ACT_f3c96fe9-c6c2-4723-8e06-60bc8555c9a5,11.348
ACT_f42cef2c-273d-495e-a0cc-fef87f4db6a3,10.554
ACT_f43bc9d8-ddef-4f70-b9e4-36ccf08884a1,7.421
ACT_f44ba82f-db06-4a92-936e-b43f3b345420,8.865
ACT_f4a77ace-0624-4c55-ab97-26cf33c6a16e,11.312
ACT_f4bd3a3c-37e5-4d72-b303-ab9c670facbf,3.768
ACT_f4ccb90c-5a0e-4fe9-886d-f6c39d00eefd,8.812
ACT_f532ac46-057a-48a7-ad9f-e56db73d7a3d,8.38
ACT_f53eb0f3-0f68-48c6-a266-d0ffaf25e067,3.064
ACT_f58ae6b9-0eb5-43a3-967a-94dd785fd782,10.716
ACT_f58e8ad9-a0cb-4d63-909d-d696e0dba0d9,8.165
ACT_f5c9e868-f842-4a50-a7ca-5f4ef442bf38,9.569
ACT_f63bcd23-d546-4d29-bcc3-98c15a1b6856,9.243
ACT_f66b048e-4021-418a-9567-d2a148d0a73c,5.881
ACT_f67267b3-9299-4783-9d58-ac9bf808de81,6.224
ACT_f68fc9cc-0f58-4e44-b4f1-7fd7f04934c6,10.651
ACT_f69e4fd6-72e0-4fab-95ef-5e5a925ce4e4,10.203
ACT_f6b2703f-e6ce-4200-8264-ace1839fa688,4.088
ACT_f6b6092f-100f-457d-b613-329075397e7c,3.505
ACT_f6d3f943-23df-4fdd-ab72-7b19dd91863a,3.65
ACT_f6d45855-4c2a-404d-af47-2a62846a116e,3.764
ACT_f6f2cb0a-6034-47ca-99ca-d985aaf4d24c,9.082
ACT_f718c873-e0f4-45d3-b9e1-94257e846120,10.229
ACT_f7254773-4409-4182-98cf-6b8b3df3b678,10.903
ACT_f730bcd2-4763-42ff-8a58-a2a67eb42bdc,9.568
ACT_f73e45b9-c2ca-436e-a2f3-71794b8e67e0,5.247
ACT_f7dbef86-f7f0-4eee-aed9-24039994b25c,4.258
ACT_f7e6894a-02f5-4fe3-92e6-eecb2d487787,9.458
ACT_f7f1d15c-ea40-4285-8d8f-a8996c6b499d,11.249
ACT_f8155d76-8716-4fb7-be44-4980553eb630,2.916
ACT_f874ce03-856b-4ccf-aad0-ed731daf7436,10.225
ACT_f884c5b0-0360-45b4-a04a-7d4ba7be6fd5,3.601
ACT_f8918b06-e20d-40bb-bd0e-52d8b9c12da8,11.13
ACT_f8dfb600-e216-477b-b4a2-cb4a9f4e153b,5.376
ACT_f8e687ac-8c99-4cc0-91e3-897377c1e908,10.974
ACT_f919624f-9592-47aa-b74d-a21fcfeaaf6f,10.166
ACT_f926572f-23ca-4ce5-ad16-b03982311985,8.472
ACT_f9492889-7fa7-4b22-a87c-56ba7b66fa8a,12.128
ACT_f96ffd0f-de4a-4389-b30b-3f87ab971b48,15.025
ACT_f971ec9a-158d-42e3-aad4-c47a15667478,9.806
ACT_f97e84b6-6d78-4ae2-9cbc-55b81faab10c,9.806
ACT_fa4af013-31bd-49d0-9a10-fbf74a8200c2,9.805
ACT_fa8c0ac4-6e32-46fa-92db-3b6faaa9a0fc,9.142
ACT_fad4e3a5-2ed1-4b04-bf10-1bd2bd76a5d6,11.118
ACT_fb22bc7a-9519-4c28-b642-cb80e15337e1,11.597
ACT_fb570a86-18f9-4af3-8289-fa0831f28feb,3.063
ACT_fb7d6d94-4822-4180-99da-51330acc25a2,10.196
ACT_fb7ec3d5-ba3a-4060-9dd9-96ac8e4330f4,11.754
ACT_fbb83e4b-3f87-4e1c-be47-17d3ac0cb949,3.857
ACT_fbd6ecf9-e791-443c-a7ad-fa64c246c2ad,9.594
ACT_fc3d7f8f-aaf0-42b3-9c0d-e162c0e1f186,11.898
ACT_fcc32602-04ea-468c-b5a7-96922f1b6a65,12.058
ACT_fd1d56ae-ec5f-413b-8d84-4bf2c96cd61a,11.553
ACT_fd296e32-5a08-4b20-bec3-dc3f2e60f08c,11.435
ACT_fd63a3d5-4d6b-4d49-bdf6-e0413fa1e506,4.106
ACT_fd8e346c-701f-4111-8a5d-681dca1ce2f1,3.234
ACT_fdf7a1d1-99e8-461c-bc3b-dd371a6aeadf,14.243
ACT_fe492924-92fb-4ca8-979b-9334525ae6da,10.682
ACT_ff1fc4d2-c05c-4375-b922-a358456b9186,10.546
ACT_ff30518f-818c-41e8-a6fd-8f64dc5e14c0,3.514
ACT_ffb8f83b-5f05-4e21-9757-6369d99c9d76,3.64
ACT_ffd431eb-3ad3-435c-9f16-a09cd0bad61c,3.724
