building_id,lon,lat,area_m2,tipo,parcel_capakey,parcel_niscode,nis_total_edificios,nis_pct_pre1946,nis_pct_post1981,nis_pct_calefaccion,nis_viviendas,nis_epeil_medio
6F4CE4B8-E5BB-4AC2-88D4-5960BF0F72CC,5.5727801,50.6434283,,Commerce ou service,62063A0131/00N000,62063,67972,63.3,8.2,52.6,111690,
0144FDEB-171E-43BF-A29D-EAC321DE9878,5.5667575,50.6391831,,Annexe,62803B0087/00B000,62803,,,,,,
4A148C08-197D-4F74-914E-75BF01DBE4F1,5.5681124,50.6394966,,Habitation,62803B0110/00E000,62803,,,,,,
848451F8-0630-4001-BD80-7E348833D054,5.5780896,50.6444852,,Habitation,62063C1251/00F000,62063,67972,63.3,8.2,52.6,111690,
5D54B46E-18DE-4900-A3A5-1982E5473F0F,5.5745513,50.6408935,,Building,62063A1600/00M000,62063,67972,63.3,8.2,52.6,111690,
6059A898-4D05-4E81-A1CB-69119517BFB6,5.5722702,50.6438418,,Commerce ou service,62063A0124/00E000,62063,67972,63.3,8.2,52.6,111690,
75F9CBB4-A6D3-4B20-8E3A-E624AC1DFF67,5.5778507,50.6437059,,Habitation,62063A0604/00R000,62063,67972,63.3,8.2,52.6,111690,
3C48A28C-AF02-47CC-A29B-FE62B3041643,5.5775889,50.6449557,,Habitation,62063C1179/00A000,62063,67972,63.3,8.2,52.6,111690,
05593F22-C578-48B8-B769-C90B675DC096,5.5739461,50.6395133,,Annexe,62063A1645/00K005,62063,67972,63.3,8.2,52.6,111690,
2319FD48-02E1-45F0-AC80-BBBDC29D029F,5.5692923,50.6419067,,Annexe,62803A1154/00D000,62803,,,,,,
471ED117-3FFA-4B97-98B7-BF6883D280E6,5.5745579,50.6401488,,Habitation,62063A1606/00Z000,62063,67972,63.3,8.2,52.6,111690,
8D923D13-7E3C-47E7-BD79-1375482D8C93,5.5700279,50.64142,,Habitation,62803A1229/00D000,62803,,,,,,
05BA8470-8360-4B2E-BBEC-C0761CACC4B7,5.5666116,50.6407183,,Habitation,62813E0401/00D000,62813,,,,,,
79011F2F-B03C-4F74-A5A8-FC3F9476B460,5.5720434,50.6425772,,Annexe,62063A0916/00D000,62063,67972,63.3,8.2,52.6,111690,
5BB04F5E-D9DB-4BE1-A4FE-6674372A1831,5.5748443,50.6446435,,Habitation,62063A0248/00H000,62063,67972,63.3,8.2,52.6,111690,
03310809-B2E7-4766-8FC6-E8BC5137BB88,5.5771497,50.6428563,,Annexe,62063A0651/00L000,62063,67972,63.3,8.2,52.6,111690,
D03F5C25-23BD-4D3E-BA42-913008E246FE,5.5675633,50.6438327,,Habitation,62803A1048/00K002,62803,,,,,,
357E5028-6D96-4D13-AAE2-BA1535D51FE5,5.5768419,50.6445325,,Habitation,62063A0447/00C000,62063,67972,63.3,8.2,52.6,111690,
F7C9A631-3576-4EAE-8D2D-328E6A26993F,5.5737631,50.6395171,,Habitation,62063A1645/00E005,62063,67972,63.3,8.2,52.6,111690,
2DBD552F-4732-4754-B19E-89DC304DB402,5.5767319,50.6434379,,Habitation,62063A0576/00B000,62063,67972,63.3,8.2,52.6,111690,
B59677A1-516F-4CF0-AFA4-F88C980388C3,5.5693487,50.6420231,,Habitation,62803A1153/00A000,62803,,,,,,
ED7E674B-69BA-41E5-B6CA-C2C5702019ED,5.5746007,50.6442266,,Habitation,62063A0206/00A000,62063,67972,63.3,8.2,52.6,111690,
19E0489E-0E2C-463F-813D-601B7CE4791D,5.5783326,50.6448335,,Habitation,62810C1172/00P000,62810,,,,,,
94E3F1E2-8903-447F-83B4-5127B8C51067,5.5689298,50.6406633,,Annexe,62803A1214/00H000,62803,,,,,,
21079999-3A9F-4748-A34C-6621DCBCA527,5.575441,50.6441464,,Habitation,62063A0290/00F000,62063,67972,63.3,8.2,52.6,111690,
B5D0CFA8-6CEE-411C-BDC3-30A963BB0A48,5.5737128,50.6432724,,Annexe,62063A0152/00C000,62063,67972,63.3,8.2,52.6,111690,
2064D29E-5521-4767-9FC0-2A4CF6ED0837,5.5773757,50.6444948,,Habitation,62063A0525/00C000,62063,67972,63.3,8.2,52.6,111690,
3CA785AF-1590-4ACC-B077-226A3F7A5D0D,5.574625,50.6417815,,Annexe,62063A0878/00N000,62063,67972,63.3,8.2,52.6,111690,
1801D647-B5A3-446B-912E-870FE5096B9F,5.5699008,50.6404369,,Habitation,62803A1321/00E000,62803,,,,,,
52F79C73-F449-4278-9DDC-C2446B40F7B1,5.5774826,50.643797,,Annexe,62063A0591/00B000,62063,67972,63.3,8.2,52.6,111690,
11AF89CB-B05F-4B22-9CD6-01A2261174A2,5.5688273,50.6410126,,Annexe,62803A1208/00H000,62803,,,,,,
2E089C12-26E1-41A4-AC99-9B18798E9514,5.5673767,50.6407357,,Habitation,62813E0442/00F000,62813,,,,,,
724E6B7B-BE5F-4F14-9EBF-AC756B9009A1,5.5783865,50.6444012,,Habitation,62063C1246/00H000,62063,67972,63.3,8.2,52.6,111690,
D94F68BA-6DFA-4086-87EA-0B2A5BA5B27B,5.575651,50.6426251,,Annexe,62063A1770/00A000,62063,67972,63.3,8.2,52.6,111690,
3108D2D0-99DB-45CF-8FF1-802FB46C4DA8,5.5733116,50.6424672,,Habitation,62063A0830/00D000,62063,67972,63.3,8.2,52.6,111690,
3128DEBB-AD3D-4FCE-B8B5-15FF5D01B0B4,5.5691246,50.6407873,,Annexe,62803A1213/00F000,62803,,,,,,
28EFFF15-83F2-46DE-8DA8-CFA8AFD31C6E,5.5743946,50.6437189,,Habitation,62063A0171/00B000,62063,67972,63.3,8.2,52.6,111690,
CB412491-E09F-4CB4-9C61-216E56263AB4,5.5697728,50.6423409,,Habitation,62803A1127/00C000,62803,,,,,,
259EBDB5-C6B1-42FB-84B2-6D4C9A3ACBE5,5.5716476,50.6427066,,Habitation,62063A1017/00B000,62063,67972,63.3,8.2,52.6,111690,
5E53C395-60B1-4270-B4AC-031869EBDFAD,5.5718267,50.6414204,,Habitation,62063A0971/00L000,62063,67972,63.3,8.2,52.6,111690,
3CA793E8-B37F-4BA3-8D57-B71667D083D8,5.567248,50.6393338,,Habitation,62803B0207/00C000,62803,,,,,,
2D2EB66D-12EE-40EA-A502-98327BB53D5F,5.571499,50.6427097,,Annexe,62063A1015/00D000,62063,67972,63.3,8.2,52.6,111690,
5D77EB3B-1622-483B-9530-62A0B8162131,5.5801113,50.6421852,,Annexe,,,,,,,,
342E74E7-1A50-41E8-9F6D-1767250D671A,5.5763504,50.644979,,Annexe,62063A0481/00D000,62063,67972,63.3,8.2,52.6,111690,
510C2492-2931-4D88-B4B1-214488E8B928,5.579241,50.6397308,,Habitation,62816D0300/00N002,62816,,,,,,
CD5A9747-7881-4D67-A197-DE39FE736025,5.572176,50.6445519,,Habitation,62063B0599/00B000,62063,67972,63.3,8.2,52.6,111690,
4698373E-C740-4F60-B452-DD6D671D9E0C,5.5712952,50.6418751,,Habitation,62063A0981/00E000,62063,67972,63.3,8.2,52.6,111690,
E9A8AE21-252B-4A97-8473-1C5D3C3C7D06,5.5741635,50.6439206,,Habitation,62063A0173/00_000,62063,67972,63.3,8.2,52.6,111690,
CE66882D-18BD-4EDB-920A-16B61A677548,5.5745652,50.6395569,,Building,62063A1646/00E000,62063,67972,63.3,8.2,52.6,111690,
F14C6F46-0455-4914-B4DB-628EA9202991,5.5696979,50.6424126,,Habitation,62803A1125/00B000,62803,,,,,,
7EB81614-15BB-4DE2-8F16-93E439F9CC4A,5.5750491,50.6446345,,Habitation,62063A0281/00D000,62063,67972,63.3,8.2,52.6,111690,
59F80EC5-B4BD-4BCF-BD2B-3BE6B144D0FA,5.5772672,50.6443342,,Habitation,62063A0443/00E000,62063,67972,63.3,8.2,52.6,111690,
C6B1619C-2B88-4B74-8791-E1EC68AC19D0,5.5722561,50.6425743,,Annexe,62063A0910/00H000,62063,67972,63.3,8.2,52.6,111690,
55D4CF6B-1EFC-4FDC-B304-CB10C1AE9008,5.5661174,50.6389423,,Annexe,62803B0063/00K000,62803,,,,,,
A3CEDBFB-F620-4DE7-8A15-EF20DECB998A,5.5732715,50.6433232,,Annexe,62063A0145/00E000,62063,67972,63.3,8.2,52.6,111690,
CAB2502E-DA04-4B70-B4AC-45AA71E5F407,5.5766096,50.6425873,,Annexe,62063A0693/00C000,62063,67972,63.3,8.2,52.6,111690,
E79F462C-C5E0-4562-80A0-DD00F7CA01B0,5.5663998,50.6403298,,Habitation,62813E0421/00L000,62813,,,,,,
C06C3AB8-67E3-49DB-9498-581814D65EE4,5.5729774,50.6395493,,Annexe,62803A1636/00B000,62803,,,,,,
F6605439-7BAE-4EA6-A0F7-D9AAE0814751,5.5696969,50.6407486,,Annexe,62803A1301/00A000,62803,,,,,,
798B80C5-05F4-41F2-AE82-647DAD77DBA9,5.5698888,50.6387711,,Habitation,62803A1359/00R000,62803,,,,,,
F48D6F3D-061C-4362-9A90-76A77D9C481B,5.5762019,50.6433353,,Habitation,62063A0563/00B000,62063,67972,63.3,8.2,52.6,111690,
519B62DF-D97C-4C7A-AD4D-65ECDBB58052,5.5699622,50.6425727,,Annexe,62803A1101/00P000,62803,,,,,,
9A8B0807-9D1E-4831-BC06-D9CE332AB90C,5.5757432,50.6426231,,Habitation,62063A1770/00A000,62063,67972,63.3,8.2,52.6,111690,
A3A2E977-52AE-40CF-94ED-60FDDCEC5D5B,5.5733117,50.6397141,,Habitation,62063A1633/00D000,62063,67972,63.3,8.2,52.6,111690,
760850EA-D84C-4D2C-8BF0-EF60EF502FFC,5.5771626,50.6434397,,Habitation,62063A0581/00C000,62063,67972,63.3,8.2,52.6,111690,
1A6D4F2F-C2FD-4B9E-A7FB-E39625B458CE,5.5772664,50.6448845,,Habitation,62063C1228/00B000,62063,67972,63.3,8.2,52.6,111690,
583365AD-7761-4F16-BBA4-9776D4190332,5.5679041,50.6396296,,Annexe,62803B0107/00E000,62803,,,,,,
CA82B97B-ED65-450F-AD02-969D056E8CB9,5.5690291,50.64263,,Habitation,62803A1077/00M000,62803,,,,,,
31A3FABF-6DC5-4337-990A-8C5FA9347877,5.5758054,50.64381,,Habitation,62063A0237/00S000,62063,67972,63.3,8.2,52.6,111690,
1686610F-5FB3-4D58-BD83-790A48A68222,5.5720832,50.6424687,,Habitation,62063A0910/00H000,62063,67972,63.3,8.2,52.6,111690,
B28B4375-1A64-4E24-A86F-75A5F36FB082,5.580113,50.6432858,,Habitation,,,,,,,,
8EE83C2D-B168-4B43-828D-B3AFB6DC09C5,5.5733085,50.6429839,,Habitation,62063A0812/00B000,62063,67972,63.3,8.2,52.6,111690,
4679ED37-28D2-4E12-AA5B-96211CB02485,5.5681758,50.639716,,Habitation,62803B0107/00E000,62803,,,,,,
10D85A24-8F47-4B88-AA24-3CF3480DFF13,5.5753715,50.6419681,,Habitation,62063A0856/00W000,62063,67972,63.3,8.2,52.6,111690,
89EA6A5E-0738-4840-A448-512561E8FF0C,5.5675619,50.6383888,,Annexe,62803B0131/00B000,62803,,,,,,
840D9071-DDF3-456E-B6A8-884993D7B044,5.5719046,50.6421905,,Habitation,62063A0982/00M003,62063,67972,63.3,8.2,52.6,111690,
