numero_dpe,date_etablissement_dpe,id_rnb,identifiant_ban,adresse_ban,code_postal_ban,nom_commune_ban,code_departement_ban,type_batiment,periode_construction,annee_construction,surface_habitable_logement,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ep,rnb_status,rnb_lon,rnb_lat,rnb_insee_code,rnb_n_addresses,rnb_match,bdnb_batiment_groupe_id,bdnb_hauteur,bdnb_s_geom_cstr,bdnb_altitude_sol,bdnb_annee_construction,bdnb_mat_mur,bdnb_mat_toit,bdnb_nb_niveau,bdnb_nb_log,bdnb_usage,bdnb_alea_argiles,alea_argiles_final,alea_argiles_source
2675E1534704E,2026-06-08,HNSBDZPGES6E,75116_5776_00012,12 Rue Louis David 75016 Paris,75016,Paris,75,appartement,avant 1948,1830,23.9,E,B,307.7,constructed,2.280894237994566,48.86161314342008,75116,1,adresse_ban,bdnb-bg-W9VN-4LL1-RYQ9,15.3,129,65.5,1830,BRIQUES - MEULIERE,ARDOISES - TUILES,6,18,Résidentiel collectif,,Non exposé,Géorisques
2675E1535493N,2026-06-08,3ZCKEJYYE4BS,75111_6989_00012,12 Rue Pache 75011 Paris,75011,Paris,75,appartement,avant 1948,,40,E,E,293,constructed,2.38269359888023,48.858820167971416,75111,1,adresse_ban,bdnb-bg-EGYL-2VFF-QEEU,19.4,215,42.7,1880,BRIQUES - PIERRE,ZINC ALUMINIUM,7,30,Résidentiel collectif,,Non exposé,Géorisques
2675E1537836Q,2026-06-08,7MSW7D6KRM8D,75116_9860_00047,47 Rue Vineuse 75016 Paris,75016,Paris,75,appartement,1948-1974,,40,E,E,304,constructed,2.285797792714839,48.8612925919894,75116,2,adresse_ban,bdnb-bg-PJCY-WGZS-QSFA,18.8,401,63.0,,INDETERMINE,INDETERMINE,9,56,Résidentiel collectif,,Non exposé,Géorisques
2675E1537688Y,2026-06-08,PDP6ZQNMZ11Q,75114_8571_00001,1 Rue Sainte-Léonie 75014 Paris,75014,Paris,75,appartement,avant 1948,,26.4,F,C,430,constructed,2.319352786100806,48.83335387753611,75114,2,adresse_ban,bdnb-bg-3E8V-35KA-7NCJ,20.0,142,63.5,1860,BRIQUES - MEULIERE,ZINC ALUMINIUM,6,18,Résidentiel collectif,,Non exposé,Géorisques
2675E1526883J,2026-06-08,A86QEHS2FD5F,75117_1959_00032,32 Rue de Chazelles 75017 Paris,75017,Paris,75,appartement,avant 1948,,78,D,D,245,constructed,2.306719940754717,48.880825411855355,75117,1,adresse_ban,bdnb-bg-GE9W-4ALY-ZAR3,21.4,431,42.9,1895,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,7,28,Résidentiel collectif,,Non exposé,Géorisques
2675E1538384S,2026-06-08,DMB4H5S778NF,75102_8609_00003,3 Rue Saint-Fiacre 75002 Paris,75002,Paris,75,appartement,avant 1948,,44.3,D,B,194,constructed,2.34512888366791,48.86975502741502,75102,1,adresse_ban,bdnb-bg-LVNL-V644-QN87,14.5,294,37.0,1850,PIERRE - AUTRES,ZINC ALUMINIUM,8,16,Tertiaire & Autres,,Non exposé,Géorisques
2675E1529217D,2026-06-08,VYQ7MF1B6TFZ,75110_3086_00016,16 Rue des Ecluses Saint-Martin 75010 Paris,75010,Paris,75,appartement,1978-1982,1981,46.6,C,C,84,constructed,2.366678717608229,48.87709564156788,75110,9,adresse_ban,bdnb-bg-3NJT-9L9C-Z3T5,28.5,1969,46.3,1981,INDETERMINE,INDETERMINE,9,191,Résidentiel collectif,,Non exposé,Géorisques
2675E1531762A,2026-06-08,2VNZPEMGEA46,75115_5319_00008,8 Rue de Langeac 75015 Paris,75015,Paris,75,appartement,avant 1948,,32.5,E,C,325,constructed,2.29190019044146,48.83573261198151,75115,1,adresse_ban,bdnb-bg-4A6F-88MF-BDA5,21.8,198,37.3,1911,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,7,27,Résidentiel collectif,,Non exposé,Géorisques
2675E1526661V,2026-06-08,MCKGG7SZ3NAS,75119_8896_00082,82 Avenue Secrétan 75019 Paris,75019,Paris,75,appartement,avant 1948,,51.1,E,B,259,constructed,2.377674405263124,48.87910123606649,75119,1,adresse_ban,bdnb-bg-FB13-HUHT-PMQM,16.8,269,73.4,1830,PIERRE,ARDOISES - ZINC ALUMINIUM,7,29,Résidentiel collectif,,Non exposé,Géorisques
2675E1538282U,2026-06-08,XME89AFGBTP1,75103_6336_00027,27 Rue Michel Le Comte 75003 Paris,75003,Paris,75,appartement,avant 1948,1900,50.3,E,E,271.6,constructed,2.35460109307803,48.862303758671885,75103,1,adresse_ban,bdnb-bg-W3C8-VAT6-8RYA,14.5,547,36.0,1900,INDETERMINE,INDETERMINE,6,18,Tertiaire & Autres,,Non exposé,Géorisques
2675E1534813J,2026-06-08,M5DX46HZYTGK,75117_8339_00097,97 Rue de Rome 75017 Paris,75017,Paris,75,appartement,avant 1948,1928,84,D,D,243,constructed,2.318726807358024,48.88355845455256,75117,1,adresse_ban,bdnb-bg-SUU7-8VH9-WY4A,20.4,548,50.3,1925,PIERRE,ARDOISES - ZINC ALUMINIUM,9,72,Résidentiel collectif,,Non exposé,Géorisques
2675E1538855V,2026-06-08,C21SMFVWFFYS,75120_3913_00008,8 Villa Gagliardini 75020 Paris,75020,Paris,75,appartement,avant 1948,,35.8,E,D,298,constructed,2.40331744382671,48.87539993013431,75120,6,adresse_ban,bdnb-bg-XCB9-X9NS-74VH,24.5,990,118.0,1935,BETON - BRIQUES,INDETERMINE,9,535,Résidentiel collectif,,Non exposé,Géorisques
2675E1526091X,2026-06-08,16SC9AWWPA18,75117_4440_00046,46 Rue Guy Môquet 75017 Paris,75017,Paris,75,appartement,avant 1948,,37.7,E,C,315,constructed,2.324376317342183,48.89219539718873,75117,1,adresse_ban,bdnb-bg-LN6E-FXHZ-WHCY,18.3,181,45.3,1890,INDETERMINE,INDETERMINE,8,22,Résidentiel collectif,,Non exposé,Géorisques
2675E1533061Z,2026-06-08,G377A2P6DR6E,75118_6036_00010,10 Rue Marc Séguin 75018 Paris,75018,Paris,75,appartement,1948-1974,1948,20,E,B,302,constructed,2.363707948302587,48.89217681367819,75118,1,adresse_ban,bdnb-bg-WR2K-53ZL-2C4S,10.9,332,49.0,1880,BRIQUES - MEULIERE,TUILES,6,41,Résidentiel collectif,,Non exposé,Géorisques
2675E1533289T,2026-06-08,PN5PEQHGQEZR,75116_9761_00081,81 Avenue Victor Hugo 75016 Paris,75016,Paris,75,appartement,avant 1948,,180,C,C,112,constructed,2.287013443401497,48.870101569621724,75116,1,adresse_ban,bdnb-bg-7VCT-PH7F-CP7C,21.4,910,61.9,1898,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,31,Résidentiel collectif,,Non exposé,Géorisques
2675E1534018U,2026-06-08,PB2TPJQJWQ38,75115_2976_00005,5 Rue Dulac 75015 Paris,75015,Paris,75,appartement,avant 1948,,16.2,E,C,369,constructed,2.3155449312059,48.84343878298772,75115,1,adresse_ban,bdnb-bg-2BY4-YGDM-HH7A,20.0,123,44.6,1850,MEULIERE,ZINC ALUMINIUM,5,9,Résidentiel collectif,,Non exposé,Géorisques
2675E1535803L,2026-06-08,662HYJ24G1N7,75110_3522_00066,66 Rue du Faubourg Saint-Martin 75010 Paris,75010,Paris,75,appartement,avant 1948,,35.2,E,C,330,constructed,2.357558319998133,48.8712911335071,75110,2,adresse_ban,bdnb-bg-XK6G-LQSF-JJBS,15.0,596,35.0,1820,AUTRES,TUILES - ZINC ALUMINIUM,6,31,Résidentiel collectif,,Non exposé,Géorisques
2675E1528632Q,2026-06-08,1YM6TXH4YPSV,75118_4248_00036,36 Rue de la Goutte d'Or 75018 Paris,75018,Paris,75,appartement,avant 1948,,19,E,C,353,constructed,2.351726517685908,48.88529780576856,75118,2,adresse_ban,bdnb-bg-KPN7-XGX3-XJAJ,15.8,666,67.5,1891,MEULIERE - PIERRE,ZINC ALUMINIUM,7,44,Résidentiel collectif,,Non exposé,Géorisques
2675E1527934U,2026-06-08,VK1V7MDRFYW8,75116_6771_00033,33 Rue Nicolo 75016 Paris,75016,Paris,75,appartement,1948-1974,1963,59.6,D,D,210,constructed,2.278963483225938,48.85930384527407,75116,10,adresse_ban,bdnb-bg-DR34-HSNT-7YQC,19.7,1082,59.0,1963,BETON,BETON,8,47,Résidentiel collectif,,Non exposé,Géorisques
2675E1534397J,2026-06-08,PZWZCKBA7V5E,75118_5630_00034,34 Rue Letort 75018 Paris,75018,Paris,75,appartement,avant 1948,,26.1,E,B,293,constructed,2.343499828224647,48.895553168288444,75118,1,adresse_ban,bdnb-bg-U6MR-XQJE-WDX3,17.5,114,53.3,1900,BETON - MEULIERE,ARDOISES - ZINC ALUMINIUM,6,22,Résidentiel collectif,,Non exposé,Géorisques
2675E1529968A,2026-06-08,KQ6YEWG9CQ8W,75117_5538_00005,5 Rue Léon Cogniet 75017 Paris,75017,Paris,75,appartement,avant 1948,,61.8,F,F,351,constructed,2.302809203019232,48.88088822000503,75117,1,adresse_ban,bdnb-bg-CQJF-S16L-T9X5,16.3,539,40.7,1900,BRIQUES - PIERRE,ARDOISES,8,28,Résidentiel collectif,,Non exposé,Géorisques
2675E1527762E,2026-06-08,EDKVTYJZNTHF,75105_3998_00030,30 Rue Gay-Lussac 75005 Paris,75005,Paris,75,appartement,avant 1948,,67.5,D,D,224,constructed,2.341664943794307,48.84458626759516,75105,1,adresse_ban,bdnb-bg-71WM-YC2L-EAJR,21.2,330,55.9,1880,MEULIERE - PIERRE,ARDOISES,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1532969L,2026-06-08,5GGK8747BP6C,75112_8175_00069,69 Rue de Reuilly 75012 Paris,75012,Paris,75,appartement,avant 1948,,42.8,D,D,180,constructed,2.38909192522753,48.8453976275148,75112,4,adresse_ban,bdnb-bg-8R96-525F-7JVF,17.3,236,44.7,1880,BOIS - PIERRE,ZINC ALUMINIUM,7,128,Résidentiel collectif,,Non exposé,Géorisques
2675E1527911X,2026-06-08,P6NC57V56BV1,75101_5825_00015,15 Rue du Louvre 75001 Paris,75001,Paris,75,appartement,avant 1948,,80.9,E,B,253,constructed,2.341164170133262,48.863648410179934,75101,4,adresse_ban,bdnb-bg-ABR8-8LM1-9KZV,23.1,1190,35.7,1889,PIERRE,ARDOISES - ZINC ALUMINIUM,7,69,Tertiaire & Autres,,Non exposé,Géorisques
2675E1530158I,2026-06-08,BXXJTFV4A31D,75112_9153_00028,28 Rue Taine 75012 Paris,75012,Paris,75,appartement,avant 1948,1925,21.1,D,D,292,constructed,2.393669633216461,48.83869623165388,75112,1,adresse_ban,bdnb-bg-RU27-8WUY-GGYP,22.8,273,47.9,,INDETERMINE,INDETERMINE,9,131,Résidentiel collectif,,Non exposé,Géorisques
2675E1527809Z,2026-06-08,3TB9Y43B5TQJ,75108_4485_00176,176 Boulevard Haussmann 75008 Paris,75008,Paris,75,appartement,avant 1948,,156.5,E,E,266,constructed,2.307582145692326,48.87535824177989,75108,1,adresse_ban,bdnb-bg-CSZ4-NLQ1-QP73,23.8,361,39.1,1800,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1529272G,2026-06-08,6WREZXVBKB13,75105_3053_00022,22 Rue du Sommerard 75005 Paris,75005,Paris,75,appartement,avant 1948,,52,D,C,183,constructed,2.344796918929132,48.85036459492278,75105,1,adresse_ban,bdnb-bg-8R3M-2JT7-TQYJ,18.5,179,39.1,1971,INDETERMINE,INDETERMINE,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1538580G,2026-06-08,2P7F5W2DRX7S,75117_2582_00024,24 Rue Daubigny 75017 Paris,75017,Paris,75,appartement,avant 1948,1910,112.4,E,E,248.9,constructed,2.307945364156767,48.885776604937334,75117,1,adresse_ban,bdnb-bg-N743-5J6H-5ANL,21.0,179,42.7,1910,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,8,Résidentiel collectif,,Non exposé,Géorisques
2675E1526438G,2026-06-08,6ZXVYGRP313K,75115_8264_00033,33 Rue Robert Lindet 75015 Paris,75015,Paris,75,appartement,avant 1948,1930,19,E,D,386,constructed,2.297499418110684,48.83285154957839,75115,1,adresse_ban,bdnb-bg-29KJ-A6N5-P789,4.2,32,54.2,1900,BETON - PIERRE,BETON - TUILES,7,61,Résidentiel collectif,,Non exposé,Géorisques
2675E1527623V,2026-06-08,TRE4K6G98HQ2,75118_2118_00121,121 Rue de Clignancourt 75018 Paris,75018,Paris,75,appartement,avant 1948,,51.2,D,D,190,constructed,2.348884404187164,48.89324654633687,75118,1,adresse_ban,bdnb-bg-FETW-432F-DSQF,20.0,150,52.7,1895,BRIQUES - PIERRE,INDETERMINE,7,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1535970W,2026-06-08,W3HNY4G91KGC,75114_1471_00014,14 Rue Campagne Première 75014 Paris,75014,Paris,75,appartement,avant 1948,1930,67.8,E,E,280,constructed,2.331486597064908,48.83991214485098,75114,2,adresse_ban,bdnb-bg-LEN7-4WXG-RS4J,17.4,1854,53.5,,,,,,,,Non exposé,Géorisques
2675E1533653T,2026-06-08,SYGH45EXKN7Q,75119_r034_00001,1 Square du Diapason 75019 Paris,75019,Paris,75,appartement,1989-2000,1990,51,C,A,139,constructed,2.389250055090414,48.88877172431816,75119,4,adresse_ban,bdnb-bg-HRAS-WD3F-8QLG,10.9,453,53.4,1991,INDETERMINE,INDETERMINE,8,188,Résidentiel collectif,,Non exposé,Géorisques
2675E1529270E,2026-06-08,DADYJS6JJPPP,75105_3998_00039,39 Rue Gay-Lussac 75005 Paris,75005,Paris,75,appartement,avant 1948,,39.6,C,C,127,constructed,2.343346651468875,48.84347148564767,75105,1,adresse_ban,bdnb-bg-XAMU-5MDA-2RVU,9.4,59,53.9,,INDETERMINE,INDETERMINE,5,15,Tertiaire & Autres,,Non exposé,Géorisques
2675E1528896U,2026-06-08,DNJA2QP1EWDF,75116_3465_00065,65 Boulevard Exelmans 75016 Paris,75016,Paris,75,appartement,1975-1977,,48.2,D,B,245,constructed,2.260252443807619,48.8423195560229,75116,1,adresse_ban,bdnb-bg-NGY3-VUW8-VRQA,10.3,319,38.0,1977,PIERRE,BETON,11,107,Résidentiel collectif,,Non exposé,Géorisques
2675E1530217P,2026-06-08,Z2QDC721AZ49,75120_7904_00228,228 Rue des Pyrénées 75020 Paris,75020,Paris,75,appartement,2013-2021,2013,24.3,C,C,124,constructed,2.39720790140306,48.86704799018371,75120,1,adresse_ban,bdnb-bg-U5P9-P3AW-W8P2,10.0,436,93.5,2014,INDETERMINE,INDETERMINE,6,10,Résidentiel collectif,,Non exposé,Géorisques
2675E1537694E,2026-06-08,7ZB734VQYH4A,75103_0465_00013,13 Rue des Arquebusiers 75003 Paris,75003,Paris,75,appartement,avant 1948,,26.7,F,C,425,constructed,2.366175529430218,48.8596015632337,75103,1,adresse_ban,bdnb-bg-UZ8W-9FPG-K654,8.5,497,35.0,1880,INDETERMINE,INDETERMINE,7,53,Tertiaire & Autres,,Non exposé,Géorisques
2675E1531481F,2026-06-08,JEZJCFFBMWGT,75120_2010_00018,18 Rue de la Chine 75020 Paris,75020,Paris,75,appartement,avant 1948,,35,D,B,245,constructed,2.398809438614012,48.86769494224858,75120,1,adresse_ban,bdnb-bg-MPG4-WYCA-P3CR,21.3,155,97.9,1907,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,23,Résidentiel collectif,,Non exposé,Géorisques
2675E1535892W,2026-06-08,JQDW14Z4XD37,75111_1887_00003,3 Boulevard de Charonne 75011 Paris,75011,Paris,75,appartement,avant 1948,1906,72.4,C,A,128,constructed,2.398351109856185,48.848823543630104,75111,1,adresse_ban,bdnb-bg-W549-BX5P-L4D9,24.3,326,53.2,1906,BRIQUES - PIERRE,INDETERMINE,8,31,Résidentiel collectif,,Non exposé,Géorisques
2675E1529472Y,2026-06-08,BV976CYHD6VT,75112_1809_00001,1 Rue Charles Bossut 75012 Paris,75012,Paris,75,appartement,avant 1948,,20.4,E,C,376,constructed,2.383207576644781,48.84308283973257,75112,2,adresse_ban,bdnb-bg-F1E9-44EC-JTBT,18.3,184,37.0,1860,MEULIERE,ZINC ALUMINIUM,6,22,Résidentiel collectif,,Non exposé,Géorisques
2675E1535479Z,2026-06-08,GVMYTHGY6KZE,75105_2580_00007,7 Rue Daubenton 75005 Paris,75005,Paris,75,appartement,avant 1948,,26.5,F,E,391,constructed,2.354950008670393,48.84130871379773,75105,4,adresse_ban,bdnb-bg-H879-ZP72-6FU1,22.8,354,37.4,1928,BRIQUES,ZINC ALUMINIUM,8,44,Résidentiel collectif,,Non exposé,Géorisques
2675E1537305F,2026-06-08,JPYTSPMZBDBM,75120_9085_00046,46 Rue Stendhal 75020 Paris,75020,Paris,75,appartement,avant 1948,1930,19,F,F,451.6,constructed,2.401082818508729,48.862416039463,75120,2,adresse_ban,bdnb-bg-CT1Y-6E7U-BC1J,19.2,200,83.0,1932,AGGLOMERE - MEULIERE,BETON,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1532670Y,2026-06-08,7Y18DZAMMMNR,75105_9041_00015,15 Rue Soufflot 75005 Paris,75005,Paris,75,appartement,avant 1948,,118.1,C,B,155,constructed,2.342040806619179,48.84679273809808,75105,4,adresse_ban,bdnb-bg-MN1Q-9VUQ-7GME,27.5,1204,51.3,1878,INDETERMINE,INDETERMINE,7,17,Tertiaire & Autres,,Non exposé,Géorisques
2675E1537021H,2026-06-08,Y3BFRN4FKG55,75117_7258_00101,101 Boulevard Pereire 75017 Paris,75017,Paris,75,appartement,1948-1974,,90,F,C,354,constructed,2.300092303912499,48.88595741378967,75117,2,adresse_ban,bdnb-bg-GJ9X-LJ9S-WB5L,23.5,299,36.4,1900,INDETERMINE,INDETERMINE,9,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1526765V,2026-06-08,WXGBZAP7KCMW,75118_5288_00124,124 Rue Lamarck 75018 Paris,75018,Paris,75,appartement,avant 1948,,18.2,E,C,374,constructed,2.333778342388959,48.89078059220667,75118,2,adresse_ban,bdnb-bg-NQQT-DQ81-ATBB,26.5,344,61.1,1919,PIERRE,ARDOISES - ZINC ALUMINIUM,8,35,Résidentiel collectif,,Non exposé,Géorisques
2675E1527709D,2026-06-08,3TB9Y43B5TQJ,75108_4485_00176,176 Boulevard Haussmann 75008 Paris,75008,Paris,75,appartement,avant 1948,,46.2,F,F,385,constructed,2.307582145692326,48.87535824177989,75108,1,adresse_ban,bdnb-bg-CSZ4-NLQ1-QP73,23.8,361,39.1,1800,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1528070A,2026-06-08,3TB9Y43B5TQJ,75108_4485_00176,176 Boulevard Haussmann 75008 Paris,75008,Paris,75,appartement,avant 1948,,31.8,G,C,758,constructed,2.307582145692326,48.87535824177989,75108,1,adresse_ban,bdnb-bg-CSZ4-NLQ1-QP73,23.8,361,39.1,1800,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1538359T,2026-06-08,ZEEPNGV8B92X,75114_3967_00032,32 Rue Gassendi 75014 Paris,75014,Paris,75,appartement,avant 1948,,58,E,E,269,constructed,2.326191117917769,48.834350397080904,75114,2,adresse_ban,bdnb-bg-8YV3-YPC7-JPYZ,24.3,155,59.8,1920,PIERRE,AUTRES,8,14,Résidentiel collectif,,Non exposé,Géorisques
2675E1538852S,2026-06-08,J3CNRXY92K95,75120_7904_00271,271 Rue des Pyrénées 75020 Paris,75020,Paris,75,appartement,avant 1948,,22,D,B,228,constructed,2.396198305979946,48.867501558019434,75120,2,adresse_ban,bdnb-bg-8Q1B-A97V-8C1R,20.4,229,97.6,1900,INDETERMINE,ARDOISES,8,28,Résidentiel collectif,,Non exposé,Géorisques
2675E1531155R,2026-06-08,FW2SKWBSWP3V,75117_7766_00078,78 Rue Pouchet 75017 Paris,75017,Paris,75,appartement,avant 1948,,44.2,E,C,312,constructed,2.322765981635782,48.89652690484803,75117,3,adresse_ban,bdnb-bg-Y3Z2-XWY2-MNNE,7.5,60,44.1,1900,MEULIERE - PIERRE,ARDOISES - TUILES,7,30,Résidentiel collectif,,Non exposé,Géorisques
2675E1528331B,2026-06-08,KK4NRDFD3SEC,75115_9624_00277,277 Rue de Vaugirard 75015 Paris,75015,Paris,75,appartement,1948-1974,,48.7,C,C,108,constructed,2.302573186547966,48.839214265795974,75115,1,adresse_ban,bdnb-bg-UQC9-TZTM-CYHP,40.1,700,43.7,1971,BETON,BETON,13,47,Résidentiel collectif,,Non exposé,Géorisques
2675E1537487F,2026-06-08,PAKT31MZAE7B,75110_4497_00043,43 Rue d'Hauteville 75010 Paris,75010,Paris,75,appartement,avant 1948,,47,C,A,115,constructed,2.35045554082262,48.87407640613434,75110,1,adresse_ban,bdnb-bg-KANP-VSVL-7BPX,15.7,167,34.8,1875,INDETERMINE,INDETERMINE,6,10,Résidentiel collectif,,Non exposé,Géorisques
2675E1530678I,2026-06-08,6HR5JNYMKGNM,75113_3817_00003_b,3b Rue Françoise Dolto 75013 Paris,75013,Paris,75,appartement,2006-2012,2007,84.2,B,A,91,constructed,2.382955241412008,48.82927927146022,75113,9,adresse_ban,bdnb-bg-CVSW-X7LZ-H8PQ,34.8,620,34.1,2007,INDETERMINE,INDETERMINE,11,58,Résidentiel collectif,,Non exposé,Géorisques
2675E1527222K,2026-06-08,PFG2ZSDK4BG5,75107_3477_00028,28 Rue Fabert 75007 Paris,75007,Paris,75,appartement,avant 1948,,177.2,C,A,123,constructed,2.311224071310599,48.860207805874154,75107,1,adresse_ban,bdnb-bg-S5Y4-LMNL-E133,24.5,223,32.0,1913,BRIQUES - PIERRE,ARDOISES - ZINC ALUMINIUM,8,11,Résidentiel collectif,,Non exposé,Géorisques
2675E1537284K,2026-06-08,GH6KBBBYEKH5,75118_1723_00003,3 Rue Championnet 75018 Paris,75018,Paris,75,appartement,avant 1948,,14,C,B,252,constructed,2.352422446383382,48.895058878492335,75118,1,adresse_ban,bdnb-bg-LGK6-67B1-REA9,18.0,128,48.0,1900,PIERRE,ZINC ALUMINIUM,7,22,Résidentiel collectif,,Non exposé,Géorisques
2675E1538699V,2026-06-08,5FYJXVWX9NKW,75114_6090_00008,8 Rue des Mariniers 75014 Paris,75014,Paris,75,appartement,1948-1974,,27.3,E,D,290,constructed,2.311579821363055,48.82696246502587,75114,2,adresse_ban,bdnb-bg-SE7M-TJKZ-4NUF,39.4,655,64.2,1970,BETON,BETON,14,128,Résidentiel collectif,,Non exposé,Géorisques
2675E1532680I,2026-06-08,BEBKSN818JZM,75111_3508_00024,24 Rue du Faubourg du Temple 75011 Paris,75011,Paris,75,appartement,avant 1948,1900,45.3,E,E,297.6,constructed,2.366854876317091,48.868084145682246,75111,1,adresse_ban,bdnb-bg-KG47-ZG4F-BFDB,16.7,297,37.0,1850,PIERRE - AUTRES,TUILES,6,27,Résidentiel collectif,,Non exposé,Géorisques
2675E1533901H,2026-06-08,3TB9Y43B5TQJ,75108_4485_00176,176 Boulevard Haussmann 75008 Paris,75008,Paris,75,appartement,avant 1948,,157.4,E,E,312,constructed,2.307582145692326,48.87535824177989,75108,1,adresse_ban,bdnb-bg-CSZ4-NLQ1-QP73,23.8,361,39.1,1800,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1535977D,2026-06-08,8YSYSZW4VD4K,75117_5216_00004,4 Rue Lacaille 75017 Paris,75017,Paris,75,appartement,avant 1948,1945,46.3,C,B,178,constructed,2.325182465066838,48.892785155053836,75117,1,adresse_ban,bdnb-bg-AMRR-RMBX-4M7W,17.5,199,43.3,1850,BRIQUES - PIERRE,ARDOISES - ZINC ALUMINIUM,7,38,Résidentiel collectif,,Non exposé,Géorisques
2675E1527536M,2026-06-08,2ATVYWWTCVWE,75107_5202_00095,95 Avenue de la Bourdonnais 75007 Paris,75007,Paris,75,appartement,1948-1974,,60.7,F,F,364,constructed,2.303597338913394,48.85568745475035,75107,1,adresse_ban,bdnb-bg-LL8B-CBLJ-LDZ6,20.1,195,35.8,1965,BETON,BETON,7,6,Résidentiel collectif,,Non exposé,Géorisques
2675E1525806Y,2026-06-08,VPGC6ENAPS37,75115_8384_00042,42 Rue Rouelle 75015 Paris,75015,Paris,75,appartement,avant 1948,,9.3,F,F,393,constructed,2.288839784703084,48.84956867507304,75115,1,adresse_ban,bdnb-bg-G4JF-4K57-DYMY,25.5,309,30.4,1910,PIERRE,ZINC ALUMINIUM,10,47,Résidentiel collectif,,Non exposé,Géorisques
2675E1526516G,2026-06-08,NFBSPVGGC69M,75119_3625_00008,8 Rue Fessart 75019 Paris,75019,Paris,75,appartement,avant 1948,,24.2,E,C,349,constructed,2.387840196571242,48.8763532984584,75119,2,adresse_ban,bdnb-bg-3LGG-VZS7-QBED,20.4,206,99.0,1985,INDETERMINE,INDETERMINE,7,21,Résidentiel collectif,,Non exposé,Géorisques
2675E1531351F,2026-06-08,NR2DKBYW4T31,75117_2387_00087,87 Rue de Courcelles 75017 Paris,75017,Paris,75,appartement,avant 1948,,8.3,D,C,452,constructed,2.302019746584336,48.87999201682538,75117,2,adresse_ban,bdnb-bg-8H6V-M9Z8-CAMF,22.4,395,41.9,1912,PIERRE,ZINC ALUMINIUM,9,16,Résidentiel collectif,,Non exposé,Géorisques
2675E1531700Q,2026-06-08,BXXJTFV4A31D,75112_9153_00028,28 Rue Taine 75012 Paris,75012,Paris,75,appartement,avant 1948,1925,21.1,D,D,292,constructed,2.393669633216461,48.83869623165388,75112,1,adresse_ban,bdnb-bg-RU27-8WUY-GGYP,22.8,273,47.9,,INDETERMINE,INDETERMINE,9,131,Résidentiel collectif,,Non exposé,Géorisques
2675E1537737V,2026-06-08,8P4D2JPEN1HM,75108_6645_00008,8 Rue Murillo 75008 Paris,75008,Paris,75,appartement,avant 1948,,11.6,C,C,194,constructed,2.308572218751061,48.87805589860727,75108,2,adresse_ban,bdnb-bg-A51R-MCLZ-UEP6,17.4,760,47.0,1860,PIERRE,TUILES,5,11,Résidentiel collectif,,Non exposé,Géorisques
2675E1532171T,2026-06-08,RCRQ4MT269F9,75106_4285_00025,25 Rue des Grands Augustins 75006 Paris,75006,Paris,75,appartement,avant 1948,,38.8,G,C,434,constructed,2.340442174852113,48.8537773233392,75106,1,adresse_ban,bdnb-bg-YUUD-CU9C-LTKT,20.3,180,32.3,1730,BRIQUES - AUTRES,BETON,6,25,Résidentiel collectif,,Non exposé,Géorisques
2675E1526926A,2026-06-08,BJWJ5QAPXKVD,75112_0522_00013,13 Rue de l'Aubrac 75012 Paris,75012,Paris,75,appartement,1989-2000,,24.2,C,A,187,constructed,2.386625080430112,48.83499576209431,75112,15,adresse_ban,bdnb-bg-6NWD-2CAM-9SZT,25.9,1486,33.2,1996,INDETERMINE,INDETERMINE,9,130,Résidentiel collectif,,Non exposé,Géorisques
2675E1526392M,2026-06-08,NR2DKBYW4T31,75117_2387_00087,87 Rue de Courcelles 75017 Paris,75017,Paris,75,appartement,avant 1948,,6.7,G,C,779,constructed,2.302019746584336,48.87999201682538,75117,2,adresse_ban,bdnb-bg-8H6V-M9Z8-CAMF,22.4,395,41.9,1912,PIERRE,ZINC ALUMINIUM,9,16,Résidentiel collectif,,Non exposé,Géorisques
2675E1527942C,2026-06-08,N2ZSXYAH12XN,75106_8151_00151,151 Rue de Rennes 75006 Paris,75006,Paris,75,appartement,avant 1948,,150.7,D,D,188,constructed,2.325652110990759,48.84540766312553,75106,1,adresse_ban,bdnb-bg-6RGG-27VR-A2D8,28.1,214,39.2,1895,PIERRE,ARDOISES - ZINC ALUMINIUM,7,6,Résidentiel collectif,,Non exposé,Géorisques
